# table produced by DamageProfiler
# using mapped file PaA018.BuffaloCape_Human_nc.Target.rmdup.noMicro.bam
# Sample ID: PaA018.BuffaloCape_Human_nc.Target.rmdup.noMicro.bam
# Std: strand of reads
Std	Length	Occurrences
+	30	786
+	31	597
+	32	497
+	33	502
+	34	478
+	35	460
+	36	479
+	37	455
+	38	477
+	39	426
+	40	430
+	41	421
+	42	344
+	43	387
+	44	366
+	45	328
+	46	323
+	47	295
+	48	301
+	49	278
+	50	231
+	51	220
+	52	189
+	53	197
+	54	182
+	55	154
+	56	142
+	57	128
+	58	120
+	59	118
+	60	107
+	61	92
+	62	93
+	63	94
+	64	80
+	65	68
+	66	62
+	67	54
+	68	44
+	69	39
+	70	55
+	71	37
+	72	28
+	73	27
+	74	19
+	75	25
+	76	28
+	77	22
+	78	23
+	79	8
+	80	12
+	81	10
+	82	17
+	83	18
+	84	11
+	85	14
+	86	11
+	87	8
+	88	11
+	89	13
+	90	8
+	91	5
-	30	777
-	31	610
-	32	546
-	33	449
-	34	522
-	35	498
-	36	452
-	37	490
-	38	455
-	39	471
-	40	418
-	41	431
-	42	432
-	43	375
-	44	347
-	45	328
-	46	320
-	47	278
-	48	271
-	49	244
-	50	235
-	51	195
-	52	194
-	53	193
-	54	168
-	55	180
-	56	139
-	57	147
-	58	132
-	59	113
-	60	104
-	61	104
-	62	103
-	63	81
-	64	63
-	65	93
-	66	51
-	67	63
-	68	56
-	69	56
-	70	42
-	71	41
-	72	29
-	73	35
-	74	30
-	75	29
-	76	32
-	77	28
-	78	22
-	79	21
-	80	17
-	81	15
-	82	12
-	83	14
-	84	20
-	85	11
-	86	11
-	87	9
-	88	4
-	89	7
-	90	7
-	91	9
