# table produced by DamageProfiler
# using mapped file RmA040.GrysbokCape_Human_nc.Target.rmdup.noMicro.bam
# Sample ID: RmA040.GrysbokCape_Human_nc.Target.rmdup.noMicro.bam
pos	3pG>A
1	0.026607538802660754
2	0.019193857965451054
3	0.01192504258943782
4	0.0061068702290076335
5	0.0046439628482972135
6	0.0015015015015015015
7	0.0014925373134328358
8	0.006915629322268326
9	0.006711409395973154
10	0.00819672131147541
11	0.002770083102493075
12	0.0
13	0.0013440860215053765
14	0.002785515320334262
15	0.0044444444444444444
16	0.0013123359580052493
17	0.004010695187165776
18	0.002560819462227913
19	0.004189944134078212
20	0.0014104372355430183
21	0.005249343832020997
22	0.007874015748031496
23	0.005479452054794521
24	0.004054054054054054
25	0.0025575447570332483
