# table produced by DamageProfiler
# using mapped file RmA040.GrysbokCape_Human_nc.Target.rmdup.noMicro.bam
# Sample ID: RmA040.GrysbokCape_Human_nc.Target.rmdup.noMicro.bam
# Std: strand of reads
Std	Length	Occurrences
+	30	245
+	31	138
+	32	81
+	33	72
+	34	62
+	35	63
+	36	67
+	37	65
+	38	52
+	39	68
+	40	63
+	41	47
+	42	56
+	43	50
+	44	42
+	45	53
+	46	46
+	47	37
+	48	50
+	49	36
+	50	53
+	51	40
+	52	22
+	53	19
+	54	28
+	55	27
+	56	22
+	57	25
+	58	31
+	59	30
+	60	28
+	61	26
+	62	17
+	63	21
+	64	18
+	65	22
+	66	18
+	67	11
+	68	15
+	69	18
+	70	11
+	71	10
+	72	12
+	73	7
+	74	12
+	75	13
+	76	9
+	77	7
+	78	4
+	79	10
+	80	6
+	81	6
+	82	9
+	83	7
+	84	6
+	85	9
+	86	5
+	87	3
+	88	4
+	89	3
+	90	1
+	91	1
-	30	232
-	31	133
-	32	108
-	33	71
-	34	58
-	35	60
-	36	59
-	37	51
-	38	52
-	39	48
-	40	58
-	41	43
-	42	60
-	43	60
-	44	58
-	45	47
-	46	49
-	47	46
-	48	32
-	49	40
-	50	43
-	51	46
-	52	39
-	53	50
-	54	31
-	55	32
-	56	34
-	57	22
-	58	31
-	59	25
-	60	18
-	61	19
-	62	22
-	63	23
-	64	26
-	65	20
-	66	14
-	67	14
-	68	13
-	69	13
-	70	12
-	71	8
-	72	12
-	73	11
-	74	14
-	75	11
-	76	17
-	77	10
-	78	15
-	79	5
-	80	11
-	81	13
-	82	8
-	83	9
-	84	3
-	85	4
-	86	12
-	87	6
-	88	7
-	89	6
-	90	5
-	91	5
