# table produced by DamageProfiler
# using mapped file ToA007.ElandCommon_Human_nc.Target.rmdup.noMicro.bam
# Sample ID: ToA007.ElandCommon_Human_nc.Target.rmdup.noMicro.bam
pos	3pG>A
1	0.045454545454545456
2	0.0
3	0.0
4	0.02
5	0.02040816326530612
6	0.0
7	0.02857142857142857
8	0.0
9	0.0
10	0.02857142857142857
11	0.0
12	0.0
13	0.022222222222222223
14	0.05
15	0.0
16	0.02564102564102564
17	0.0
18	0.0
19	0.08333333333333333
20	0.030303030303030304
21	0.0
22	0.0
23	0.07142857142857142
24	0.02702702702702703
25	0.025
