# table produced by DamageProfiler
# using mapped file PcA015.ReedbuckBh_Human_nc.Target.rmdup.noMicro.bam
# Sample ID: PcA015.ReedbuckBh_Human_nc.Target.rmdup.noMicro.bam
pos	3pG>A
1	0.034570044116583494
2	0.028702136993169144
3	0.021731690622861052
4	0.022611518441820116
5	0.02156658820953528
6	0.01906790945406125
7	0.019563739080399645
8	0.018354825291181365
9	0.01714107625181799
10	0.017033393735438777
11	0.017344653367362885
12	0.018041907138771903
13	0.017025276791309798
14	0.017767156735414825
15	0.016564861786934466
16	0.015669887699138157
17	0.016227912008654886
18	0.015636288574672308
19	0.016795931994452718
20	0.01660545238218406
21	0.016670172486327302
22	0.01612819312210603
23	0.017287980009179457
24	0.015517508922567631
25	0.017592308479083562
