# table produced by DamageProfiler
# using mapped file RmA043.GrysbokCape_Human_nc.Target.rmdup.noMicro.bam
# Sample ID: RmA043.GrysbokCape_Human_nc.Target.rmdup.noMicro.bam
# Std: strand of reads
Std	Length	Occurrences
+	30	289
+	31	255
+	32	205
+	33	170
+	34	221
+	35	199
+	36	173
+	37	200
+	38	189
+	39	178
+	40	160
+	41	175
+	42	186
+	43	170
+	44	136
+	45	134
+	46	152
+	47	154
+	48	113
+	49	114
+	50	120
+	51	116
+	52	102
+	53	108
+	54	109
+	55	92
+	56	81
+	57	73
+	58	55
+	59	87
+	60	75
+	61	56
+	62	67
+	63	71
+	64	69
+	65	52
+	66	50
+	67	51
+	68	40
+	69	48
+	70	49
+	71	41
+	72	45
+	73	39
+	74	30
+	75	36
+	76	23
+	77	30
+	78	36
+	79	26
+	80	23
+	81	22
+	82	32
+	83	23
+	84	23
+	85	25
+	86	18
+	87	21
+	88	16
+	89	19
+	90	18
+	91	20
-	30	344
-	31	229
-	32	204
-	33	198
-	34	174
-	35	183
-	36	189
-	37	186
-	38	171
-	39	202
-	40	168
-	41	168
-	42	178
-	43	148
-	44	182
-	45	159
-	46	135
-	47	146
-	48	132
-	49	112
-	50	138
-	51	108
-	52	120
-	53	97
-	54	88
-	55	95
-	56	98
-	57	72
-	58	81
-	59	83
-	60	78
-	61	69
-	62	63
-	63	52
-	64	58
-	65	55
-	66	57
-	67	58
-	68	46
-	69	45
-	70	36
-	71	48
-	72	44
-	73	39
-	74	31
-	75	43
-	76	29
-	77	31
-	78	27
-	79	29
-	80	18
-	81	17
-	82	25
-	83	19
-	84	27
-	85	25
-	86	26
-	87	24
-	88	17
-	89	25
-	90	11
-	91	25
