# table produced by DamageProfiler
# using mapped file RxA009.ReedbuckBh_Human_nc.Target.rmdup.noMicro.bam
# Sample ID: RxA009.ReedbuckBh_Human_nc.Target.rmdup.noMicro.bam
pos	3pG>A
1	0.021606317985397108
2	0.02148894748515242
3	0.01835744471524719
4	0.01721432419139518
5	0.016887163046913803
6	0.01589427627466738
7	0.016271043178136227
8	0.017319875701587453
9	0.01577294628089268
10	0.016576964477933262
11	0.01499016645080827
12	0.01474709095226787
13	0.015838767042086543
14	0.01562611657654653
15	0.015576176498437648
16	0.015553780367463936
17	0.015380958041126828
18	0.015734970022986326
19	0.01498216409036861
20	0.015716252789516168
21	0.014841508807700514
22	0.016778363990683966
23	0.015796298479311563
24	0.015704954370740678
25	0.01453029696441608
