# table produced by DamageProfiler
# using mapped file PaA021.BuffaloCape_Human_nc.Target.rmdup.noMicro.bam
# Sample ID: PaA021.BuffaloCape_Human_nc.Target.rmdup.noMicro.bam
# Std: strand of reads
Std	Length	Occurrences
+	30	105
+	31	97
+	32	93
+	33	88
+	34	73
+	35	80
+	36	85
+	37	66
+	38	80
+	39	77
+	40	75
+	41	55
+	42	42
+	43	51
+	44	55
+	45	55
+	46	44
+	47	55
+	48	30
+	49	38
+	50	44
+	51	28
+	52	29
+	53	32
+	54	26
+	55	23
+	56	29
+	57	23
+	58	17
+	59	12
+	60	15
+	61	11
+	62	12
+	63	14
+	64	18
+	65	9
+	66	7
+	67	11
+	68	5
+	69	9
+	70	8
+	71	7
+	72	5
+	73	5
+	74	3
+	75	5
+	76	3
+	77	3
+	78	1
+	79	1
+	80	2
+	81	2
+	82	4
+	84	3
+	85	1
+	86	3
+	87	2
+	88	1
+	89	2
+	91	1
-	30	119
-	31	109
-	32	87
-	33	67
-	34	74
-	35	75
-	36	80
-	37	76
-	38	76
-	39	67
-	40	68
-	41	59
-	42	50
-	43	57
-	44	70
-	45	45
-	46	47
-	47	38
-	48	30
-	49	35
-	50	37
-	51	29
-	52	32
-	53	24
-	54	33
-	55	19
-	56	21
-	57	22
-	58	18
-	59	16
-	60	22
-	61	14
-	62	6
-	63	6
-	64	6
-	65	15
-	66	7
-	67	10
-	68	6
-	69	7
-	70	7
-	71	2
-	72	3
-	73	5
-	75	4
-	76	7
-	77	1
-	78	1
-	79	1
-	80	5
-	82	2
-	83	4
-	84	3
-	85	2
-	86	3
-	87	1
-	89	1
-	90	1
