# table produced by DamageProfiler
# using mapped file PaA013.BuffaloCape_Human_nc.Target.rmdup.noMicro_SCR_092.bam
# Sample ID: PaA013.BuffaloCape_Human_nc.Target.rmdup.noMicro_SCR_092.bam
pos	5pC>T
1	0.025936599423631124
2	0.03110047846889952
3	0.019665394775462284
4	0.021594032194738908
5	0.02132132132132132
6	0.01867704280155642
7	0.020618556701030927
8	0.017986988136241867
9	0.01681159420289855
10	0.017375231053604435
11	0.02011661807580175
12	0.02097130242825607
13	0.019442832269297737
14	0.02155824508320726
15	0.01840855106888361
16	0.03025830258302583
17	0.016152716593245228
18	0.019798416126709864
19	0.01557907113462669
20	0.021474588403722263
21	0.02234803337306317
22	0.021580102414045354
23	0.017857142857142856
24	0.019765739385065886
25	0.014434889434889435
