# table produced by DamageProfiler
# using mapped file PaA013.BuffaloCape_Human_nc.Target.rmdup.noMicro_SCR_092.bam
# Sample ID: PaA013.BuffaloCape_Human_nc.Target.rmdup.noMicro_SCR_092.bam
pos	3pG>A
1	0.0511326860841424
2	0.03626634958382877
3	0.044835414301929624
4	0.04408482142857143
5	0.03637350705754615
6	0.03877221324717286
7	0.03788334335538184
8	0.03900709219858156
9	0.04680851063829787
10	0.02575107296137339
11	0.03182086034177961
12	0.03592120509849363
13	0.029003021148036254
14	0.03154761904761905
15	0.027860106698280974
16	0.030303030303030304
17	0.03154761904761905
18	0.030012004801920768
19	0.028589580686149935
20	0.02579132473622509
21	0.032318210068365445
22	0.035866261398176294
23	0.029288702928870293
24	0.031323877068557916
25	0.026822157434402333
