# table produced by DamageProfiler
# using mapped file PaA020.BuffaloCape_Human_nc.Target.rmdup.noMicro.bam
# Sample ID: PaA020.BuffaloCape_Human_nc.Target.rmdup.noMicro.bam
# Std: strand of reads
Std	Length	Occurrences
+	30	174
+	31	130
+	32	114
+	33	82
+	34	74
+	35	78
+	36	79
+	37	61
+	38	66
+	39	59
+	40	45
+	41	45
+	42	25
+	43	35
+	44	29
+	45	28
+	46	29
+	47	19
+	48	14
+	49	9
+	50	11
+	51	7
+	52	7
+	53	8
+	54	11
+	55	5
+	56	6
+	57	10
+	58	8
+	59	4
+	60	5
+	61	3
+	62	3
+	63	1
+	64	4
+	65	2
+	66	1
+	67	2
+	70	1
+	71	1
+	77	1
+	81	1
+	83	1
+	84	1
+	88	1
-	30	191
-	31	107
-	32	94
-	33	82
-	34	64
-	35	68
-	36	56
-	37	64
-	38	63
-	39	46
-	40	52
-	41	38
-	42	38
-	43	32
-	44	36
-	45	27
-	46	23
-	47	24
-	48	22
-	49	17
-	50	11
-	51	12
-	52	11
-	53	11
-	54	6
-	55	9
-	56	3
-	57	6
-	58	7
-	59	1
-	60	3
-	61	7
-	62	6
-	63	3
-	64	3
-	65	1
-	66	1
-	67	2
-	68	3
-	70	2
-	71	1
-	72	1
-	79	1
-	80	2
-	81	1
