# table produced by DamageProfiler
# using mapped file RmA001.GrysbokCape_Human_nc.Target.rmdup.noMicro.bam
# Sample ID: RmA001.GrysbokCape_Human_nc.Target.rmdup.noMicro.bam
pos	3pG>A
1	0.011965046988717996
2	0.00815475500984594
3	0.004336440766733005
4	0.003584609510881093
5	0.0028149773352927785
6	0.0023862386653663394
7	0.0022628372497824193
8	0.0018524644392987099
9	0.0018116337444068536
10	0.0019133915414898063
11	0.0014778542438680078
12	0.0018072157989853462
13	0.001958109654140632
14	0.0019167217448777265
15	0.002037542810074999
16	0.0017709175976737576
17	0.001834862385321101
18	0.0017891819947197312
19	0.0019887667460716392
20	0.0014957875981610612
21	0.00138073113000789
22	0.0019173976285978755
23	0.0018004962343279977
24	0.0018998683045834323
25	0.0020973426452463835
