# table produced by DamageProfiler
# using mapped file RmA001.GrysbokCape_Human_nc.Target.rmdup.noMicro.bam
# Sample ID: RmA001.GrysbokCape_Human_nc.Target.rmdup.noMicro.bam
pos	5pC>T
1	0.03572404228045475
2	0.015083156404812456
3	0.007589177872614542
4	0.005031695721077654
5	0.0041589838147920504
6	0.003704546865622219
7	0.003857927621923093
8	0.0027568867029840543
9	0.00296722860847968
10	0.002736966565216439
11	0.002990091230520756
12	0.0026746618925389876
13	0.0026566787160837942
14	0.00311426116838488
15	0.002270957695302362
16	0.0025119099177132957
17	0.002771162589305044
18	0.0024542808739846226
19	0.0025615636301016013
20	0.0024392349868324484
21	0.0021996980806555963
22	0.002606032966317024
23	0.00269027163065174
24	0.0023562265468190942
25	0.0024183796856106408
