# table produced by DamageProfiler
# using mapped file ToA008.ElandCommon_Human_nc.Target.rmdup.noMicro.bam
# Sample ID: ToA008.ElandCommon_Human_nc.Target.rmdup.noMicro.bam
pos	5pC>T
1	0.0
2	0.014925373134328358
3	0.013513513513513514
4	0.0
5	0.025974025974025976
6	0.0
7	0.0
8	0.0
9	0.0
10	0.0
11	0.03278688524590164
12	0.0
13	0.0
14	0.013513513513513514
15	0.031746031746031744
16	0.0
17	0.017241379310344827
18	0.0
19	0.0
20	0.018867924528301886
21	0.030303030303030304
22	0.01818181818181818
23	0.01818181818181818
24	0.03389830508474576
25	0.03333333333333333
