# table produced by DamageProfiler
# using mapped file ToA008.ElandCommon_Human_nc.Target.rmdup.noMicro.bam
# Sample ID: ToA008.ElandCommon_Human_nc.Target.rmdup.noMicro.bam
pos	3pG>A
1	0.02127659574468085
2	0.041666666666666664
3	0.01818181818181818
4	0.05555555555555555
5	0.0
6	0.017857142857142856
7	0.02127659574468085
8	0.03773584905660377
9	0.0
10	0.0
11	0.0
12	0.02127659574468085
13	0.0
14	0.05263157894736842
15	0.016129032258064516
16	0.0
17	0.0425531914893617
18	0.0
19	0.0
20	0.0
21	0.0
22	0.0
23	0.016666666666666666
24	0.03389830508474576
25	0.0
