# table produced by DamageProfiler
# using mapped file RmA004.GrysbokCape_Human_nc.Target.rmdup.noMicro.bam
# Sample ID: RmA004.GrysbokCape_Human_nc.Target.rmdup.noMicro.bam
pos	3pG>A
1	0.010375275938189845
2	0.006558821370010523
3	0.004129512399882014
4	0.0033763929061178394
5	0.0026205749313523304
6	0.0023149481152176165
7	0.0019920556344160414
8	0.002139937484972349
9	0.0018401462557803296
10	0.0016906987416370795
11	0.0016795028671513232
12	0.0018143621084797555
13	0.0017931215855976474
14	0.0018831269442093847
15	0.0016833609913921754
16	0.0017231888567120599
17	0.001798453330136083
18	0.0017961275490043466
19	0.001933312647683605
20	0.0018017588029639528
21	0.0016064734931873624
22	0.0017116728909317247
23	0.0018676148403548468
24	0.0017844821432820195
25	0.0017676857553000913
