# table produced by DamageProfiler
# using mapped file PaA013.BuffaloCape_Human_nc.Target.rmdup.noMicro_SCR_026.bam
# Sample ID: PaA013.BuffaloCape_Human_nc.Target.rmdup.noMicro_SCR_026.bam
pos	3pG>A
1	0.06637168141592921
2	0.02727272727272727
3	0.03398058252427184
4	0.036885245901639344
5	0.02032520325203252
6	0.03643724696356275
7	0.04680851063829787
8	0.026200873362445413
9	0.017777777777777778
10	0.05
11	0.028225806451612902
12	0.018779342723004695
13	0.014084507042253521
14	0.02654867256637168
15	0.02531645569620253
16	0.01276595744680851
17	0.03508771929824561
18	0.021929824561403508
19	0.004219409282700422
20	0.015625
21	0.027649769585253458
22	0.032520325203252036
23	0.01762114537444934
24	0.027649769585253458
25	0.034934497816593885
