# table produced by DamageProfiler
# using mapped file PaA013.BuffaloCape_Human_nc.Target.rmdup.noMicro_SCR_026.bam
# Sample ID: PaA013.BuffaloCape_Human_nc.Target.rmdup.noMicro_SCR_026.bam
pos	5pC>T
1	0.03235294117647059
2	0.028037383177570093
3	0.02727272727272727
4	0.007874015748031496
5	0.02622950819672131
6	0.027888446215139442
7	0.02922077922077922
8	0.04524886877828054
9	0.018461538461538463
10	0.032388663967611336
11	0.01764705882352941
12	0.023809523809523808
13	0.024922118380062305
14	0.02510460251046025
15	0.01597444089456869
16	0.022727272727272728
17	0.013071895424836602
18	0.027888446215139442
19	0.026936026936026935
20	0.018018018018018018
21	0.02258064516129032
22	0.015444015444015444
23	0.019736842105263157
24	0.04780876494023904
25	0.030508474576271188
