# table produced by DamageProfiler
# using mapped file PaA013.BuffaloCape_Human_nc.Target.rmdup.noMicro_SCR_026.bam
# Sample ID: PaA013.BuffaloCape_Human_nc.Target.rmdup.noMicro_SCR_026.bam
# Std: strand of reads
Std	Length	Occurrences
+	30	57
+	31	36
+	32	43
+	33	36
+	34	27
+	35	34
+	36	30
+	37	25
+	38	21
+	39	26
+	40	20
+	41	14
+	42	23
+	43	14
+	44	22
+	45	16
+	46	20
+	47	13
+	48	12
+	49	6
+	50	16
+	51	8
+	52	8
+	53	15
+	54	10
+	55	6
+	56	9
+	57	5
+	58	7
+	59	8
+	60	7
+	61	5
+	62	3
+	63	3
+	64	9
+	65	2
+	66	5
+	67	2
+	68	4
+	69	5
+	70	2
+	71	2
+	72	1
+	73	1
+	74	2
+	75	2
+	76	4
+	78	1
+	79	2
+	80	2
+	81	1
+	84	1
+	85	1
+	90	1
+	95	1
+	96	1
+	98	1
+	116	1
+	131	1
-	30	38
-	31	51
-	32	42
-	33	25
-	34	26
-	35	27
-	36	29
-	37	25
-	38	24
-	39	12
-	40	22
-	41	23
-	42	27
-	43	12
-	44	18
-	45	18
-	46	20
-	47	9
-	48	13
-	49	13
-	50	14
-	51	13
-	52	8
-	53	13
-	54	12
-	55	9
-	56	6
-	57	1
-	58	9
-	59	4
-	60	6
-	61	7
-	62	1
-	63	2
-	64	1
-	65	3
-	66	1
-	67	2
-	69	1
-	70	3
-	71	4
-	72	3
-	73	2
-	74	2
-	75	1
-	77	1
-	78	2
-	79	1
-	82	1
-	83	1
-	84	1
-	86	1
-	87	2
-	88	1
-	94	1
-	96	1
-	98	1
-	103	1
-	122	1
-	134	1
