# table produced by DamageProfiler
# using mapped file PcA025.ReedbuckBh_Human_nc.Target.rmdup.noMicro.bam
# Sample ID: PcA025.ReedbuckBh_Human_nc.Target.rmdup.noMicro.bam
pos	3pG>A
1	0.03525046382189239
2	0.032490974729241874
3	0.02024584237165582
4	0.022810890360559236
5	0.015710382513661202
6	0.023712737127371274
7	0.019041365725541694
8	0.02079272254710851
9	0.017195767195767195
10	0.018158236057068743
11	0.02158730158730159
12	0.014193548387096775
13	0.023148148148148147
14	0.012907608695652174
15	0.020080321285140562
16	0.0114247311827957
17	0.02038216560509554
18	0.009204470742932281
19	0.0155195681511471
20	0.016490765171503958
21	0.017555266579973992
22	0.011936339522546418
23	0.017229953611663355
24	0.018518518518518517
25	0.017333333333333333
