SampleID,CGG,MuseumID,Box,occurrenceID,GBIF URL,3D model MorphoSource URL,StudyPhase,Sequenced,species_identifiable_genetically,Collagen extracted,Taxon_morphology,Taxon_genetic,Taxon_assigned,Taxon_assigned_common,Taxon_plots,Taxon_plots_common,name of site or location where sample originated,Site_short,stratigraphic context,site location,site latitude,site longitube,latest chronometric age,latest chronometric age reference system,earliest chronometric age,earliest chronometric age reference system,chronometric age protocol,chronometric age remarks,geological epoch,MIS,sample description,material_group,material_type,subsample target for dna,subsample target for collagen,site references,state_province_region,country,museum_institution,sampling permit,sampling permit issuing authority,sahra caseid,export permit,export permit issuing authority,project acronym,project title,msca grant no.,call reference,notes
ScA016,CGG_1_025964,GSL1,102,SAMC:Archaeology:GSL1:CGG_1_025964,https://www.gbif.org/occurrence/4947704622,https://www.morphosource.org/concern/biological_specimens/000813429,Phase 2,No,not applicable,No,Syncerus caffer caffer,not applicable,Syncerus caffer caffer,Cape buffalo,Syncerus caffer caffer,Cape buffalo,Nelson Bay Cave ,NBC,GSL,South Africa: Western Cape Province,-34.101111,23.375556,14125,BP,14810,BP,associated absolute dating,Calibrated 14C of layer. 2sigma range of Layer GSL. (Loftus et al 2016),,MIS 2,Tooth | Premolar | Lower left Lp3,Tooth,Premolar,not applicable,not applicable,https://doi.org/10.1016/j.quascirev.2019.105974; https://doi.org/10.1016/0033-5894(72)90034-8; https://doi.org/10.1017/RDC.2016.12,Western Cape,South Africa,Iziko Museums of South Africa,21081119SB0813E,Heritage Western Cape (HWC),20048,3884,South African Heritage Resources Agency (SAHRA),PalaeoBovids,Palaeogenomes of a lost world: Ancient bovids of the submerged Palaeo-Agulhas Plain of southern Africa,101026951,H2020-MSCA-IF-2020,
ScA017,CGG_1_025965,CS-g7-35,102,SAMC:Archaeology:CS-g7-35:CGG_1_025965,https://www.gbif.org/occurrence/4947704461,https://www.morphosource.org/concern/biological_specimens/000813430,Phase 2,No,not applicable,No,Syncerus caffer caffer,not applicable,Syncerus caffer caffer,Cape buffalo,Syncerus caffer caffer,Cape buffalo,Nelson Bay Cave ,NBC,CS,South Africa: Western Cape Province,-34.101111,23.375556,11700,BP,12200,BP,associated absolute dating,Calibrated and modeled 14C of layer. 2sigma range of modeled date of Layer CS. (Loftus et al 2016),,MIS 2,Tooth | Premolar | Partial lower right Rp4,Tooth,Premolar,not applicable,not applicable,https://doi.org/10.1016/j.quascirev.2019.105974; https://doi.org/10.1016/0033-5894(72)90034-8; https://doi.org/10.1017/RDC.2016.12,Western Cape,South Africa,Iziko Museums of South Africa,21081119SB0813E,Heritage Western Cape (HWC),20048,3884,South African Heritage Resources Agency (SAHRA),PalaeoBovids,Palaeogenomes of a lost world: Ancient bovids of the submerged Palaeo-Agulhas Plain of southern Africa,101026951,H2020-MSCA-IF-2020,
ScA018,CGG_1_025966,CS-B3-3,437,SAMC:Archaeology:CS-B3-3:CGG_1_025966,https://www.gbif.org/occurrence/4947704409,https://www.morphosource.org/concern/biological_specimens/000816280,Phase 2,No,not applicable,No,Syncerus caffer caffer,not applicable,Syncerus caffer caffer,Cape buffalo,Syncerus caffer caffer,Cape buffalo,Nelson Bay Cave ,NBC,CS,South Africa: Western Cape Province,-34.101111,23.375556,11700,BP,12200,BP,associated absolute dating,Calibrated and modeled 14C of layer. 2sigma range of modeled date of Layer CS. (Loftus et al 2016),,MIS 2,Tooth | Molar | Partial lower left Lm1/2,Tooth,Molar,not applicable,not applicable,https://doi.org/10.1016/j.quascirev.2019.105974; https://doi.org/10.1016/0033-5894(72)90034-8; https://doi.org/10.1017/RDC.2016.12,Western Cape,South Africa,Iziko Museums of South Africa,21081119SB0813E,Heritage Western Cape (HWC),20048,3884,South African Heritage Resources Agency (SAHRA),PalaeoBovids,Palaeogenomes of a lost world: Ancient bovids of the submerged Palaeo-Agulhas Plain of southern Africa,101026951,H2020-MSCA-IF-2020,
ScA019,CGG_1_025967,YGL-B6-8,437,SAMC:Archaeology:YGL-B6-8:CGG_1_025967,https://www.gbif.org/occurrence/4947704412,https://www.morphosource.org/concern/biological_specimens/000813431,Phase 2,No,not applicable,No,Syncerus caffer caffer,not applicable,Syncerus caffer caffer,Cape buffalo,Syncerus caffer caffer,Cape buffalo,Nelson Bay Cave ,NBC,YGL,South Africa: Western Cape Province,-34.101111,23.375556,21000,BP,23500,BP,associated absolute dating,Calibrated and modeled 14C of layer. 2sigma range of modeled date of Layer YGL. (Loftus et al 2016),,MIS 2,Tooth | Molar | Partial lower right Rm2,Tooth,Molar,not applicable,not applicable,https://doi.org/10.1016/j.quascirev.2019.105974; https://doi.org/10.1016/0033-5894(72)90034-8; https://doi.org/10.1017/RDC.2016.12,Western Cape,South Africa,Iziko Museums of South Africa,21081119SB0813E,Heritage Western Cape (HWC),20048,3884,South African Heritage Resources Agency (SAHRA),PalaeoBovids,Palaeogenomes of a lost world: Ancient bovids of the submerged Palaeo-Agulhas Plain of southern Africa,101026951,H2020-MSCA-IF-2020,
ScA020,CGG_1_025968,YGL-d4-4,437,SAMC:Archaeology:YGL-d4-4:CGG_1_025968,https://www.gbif.org/occurrence/4947704433,https://www.morphosource.org/concern/biological_specimens/000813432,Phase 2,No,not applicable,No,Syncerus caffer caffer,not applicable,Syncerus caffer caffer,Cape buffalo,Syncerus caffer caffer,Cape buffalo,Nelson Bay Cave ,NBC,YGL,South Africa: Western Cape Province,-34.101111,23.375556,21000,BP,23500,BP,associated absolute dating,Calibrated and modeled 14C of layer. 2sigma range of modeled date of Layer YGL. (Loftus et al 2016),,MIS 2,Tooth | Molar | Partial lower right Rm3,Tooth,Molar,not applicable,not applicable,https://doi.org/10.1016/j.quascirev.2019.105974; https://doi.org/10.1016/0033-5894(72)90034-8; https://doi.org/10.1017/RDC.2016.12,Western Cape,South Africa,Iziko Museums of South Africa,21081119SB0813E,Heritage Western Cape (HWC),20048,3884,South African Heritage Resources Agency (SAHRA),PalaeoBovids,Palaeogenomes of a lost world: Ancient bovids of the submerged Palaeo-Agulhas Plain of southern Africa,101026951,H2020-MSCA-IF-2020,
ScA021,CGG_1_025969,YGL-B7-3,437,SAMC:Archaeology:YGL-B7-3:CGG_1_025969,https://www.gbif.org/occurrence/4947704418,https://www.morphosource.org/concern/biological_specimens/000813433,Phase 2,No,not applicable,No,Syncerus caffer caffer,not applicable,Syncerus caffer caffer,Cape buffalo,Syncerus caffer caffer,Cape buffalo,Nelson Bay Cave ,NBC,YGL,South Africa: Western Cape Province,-34.101111,23.375556,21000,BP,23500,BP,associated absolute dating,Calibrated and modeled 14C of layer. 2sigma range of modeled date of Layer YGL. (Loftus et al 2016),,MIS 2,Tooth | Molars | Partial right mandible with Rm2-m3,Tooth,Molars,not applicable,not applicable,https://doi.org/10.1016/j.quascirev.2019.105974; https://doi.org/10.1016/0033-5894(72)90034-8; https://doi.org/10.1017/RDC.2016.12,Western Cape,South Africa,Iziko Museums of South Africa,21081119SB0813E,Heritage Western Cape (HWC),20048,3884,South African Heritage Resources Agency (SAHRA),PalaeoBovids,Palaeogenomes of a lost world: Ancient bovids of the submerged Palaeo-Agulhas Plain of southern Africa,101026951,H2020-MSCA-IF-2020,
ScA022,CGG_1_025970,YSL-g5-9,437,SAMC:Archaeology:YSL-g5-9:CGG_1_025970,https://www.gbif.org/occurrence/4947704593,https://www.morphosource.org/concern/biological_specimens/000813434,Phase 2,No,not applicable,No,Syncerus caffer caffer,not applicable,Syncerus caffer caffer,Cape buffalo,Syncerus caffer caffer,Cape buffalo,Nelson Bay Cave ,NBC,YSL,South Africa: Western Cape Province,-34.101111,23.375556,16300,BP,22100,BP,associated absolute dating,Calibrated and modeled 14C of layer. 2sigma range of modeled date of Layer YSL. (Loftus et al 2016),,MIS 2,Tooth | Molar | Partial lower left Lm1,Tooth,Molar,not applicable,not applicable,https://doi.org/10.1016/j.quascirev.2019.105974; https://doi.org/10.1016/0033-5894(72)90034-8; https://doi.org/10.1017/RDC.2016.12,Western Cape,South Africa,Iziko Museums of South Africa,21081119SB0813E,Heritage Western Cape (HWC),20048,3884,South African Heritage Resources Agency (SAHRA),PalaeoBovids,Palaeogenomes of a lost world: Ancient bovids of the submerged Palaeo-Agulhas Plain of southern Africa,101026951,H2020-MSCA-IF-2020,
ScA023,CGG_1_025971,YSL-B8-3,437,SAMC:Archaeology:YSL-B8-3:CGG_1_025971,https://www.gbif.org/occurrence/4947704382,https://www.morphosource.org/concern/biological_specimens/000816266,Phase 2,No,not applicable,No,Syncerus caffer caffer,not applicable,Syncerus caffer caffer,Cape buffalo,Syncerus caffer caffer,Cape buffalo,Nelson Bay Cave ,NBC,YSL,South Africa: Western Cape Province,-34.101111,23.375556,16300,BP,22100,BP,associated absolute dating,Calibrated and modeled 14C of layer. 2sigma range of modeled date of Layer YSL. (Loftus et al 2016),,MIS 2,Tooth | Molar | Partial left mandible with Lm1,Tooth,Molar,not applicable,not applicable,https://doi.org/10.1016/j.quascirev.2019.105974; https://doi.org/10.1016/0033-5894(72)90034-8; https://doi.org/10.1017/RDC.2016.12,Western Cape,South Africa,Iziko Museums of South Africa,21081119SB0813E,Heritage Western Cape (HWC),20048,3884,South African Heritage Resources Agency (SAHRA),PalaeoBovids,Palaeogenomes of a lost world: Ancient bovids of the submerged Palaeo-Agulhas Plain of southern Africa,101026951,H2020-MSCA-IF-2020,
ScA024,CGG_1_025972,YSL-B8-2,437,SAMC:Archaeology:YSL-B8-2:CGG_1_025972,https://www.gbif.org/occurrence/4947704347,https://www.morphosource.org/concern/biological_specimens/000813435,Phase 2,No,not applicable,No,Syncerus caffer caffer,not applicable,Syncerus caffer caffer,Cape buffalo,Syncerus caffer caffer,Cape buffalo,Nelson Bay Cave ,NBC,YSL,South Africa: Western Cape Province,-34.101111,23.375556,16300,BP,22100,BP,associated absolute dating,Calibrated and modeled 14C of layer. 2sigma range of modeled date of Layer YSL. (Loftus et al 2016),,MIS 2,Tooth | Molars | Partial right mandible with Rm2-m3,Tooth,Molars,not applicable,not applicable,https://doi.org/10.1016/j.quascirev.2019.105974; https://doi.org/10.1016/0033-5894(72)90034-8; https://doi.org/10.1017/RDC.2016.12,Western Cape,South Africa,Iziko Museums of South Africa,21081119SB0813E,Heritage Western Cape (HWC),20048,3884,South African Heritage Resources Agency (SAHRA),PalaeoBovids,Palaeogenomes of a lost world: Ancient bovids of the submerged Palaeo-Agulhas Plain of southern Africa,101026951,H2020-MSCA-IF-2020,
ScA025,CGG_1_025973,BSJ-d3-1,437,SAMC:Archaeology:BSJ-d3-1:CGG_1_025973,https://www.gbif.org/occurrence/4947704477,https://www.morphosource.org/concern/biological_specimens/000813436,Phase 2,Yes,Yes,No,Syncerus caffer caffer,Syncerus caffer caffer,Syncerus caffer caffer,Cape buffalo,Syncerus caffer caffer,Cape buffalo,Nelson Bay Cave ,NBC,BSJ,South Africa: Western Cape Province,-34.101111,23.375556,10900,BP,11900,BP,associated absolute dating,"Calibrated and modeled 14C of layer BSBJ. 2sigma range of modeled Layer BSBJ, assumed that BSJ = BSBJ ""Brown Soil below Jake"". (Loftus et al 2016; Deacon 1984)",Holocene,MIS 1/2,Tooth | Molar | Partial lower left Lm3,Tooth,Molar,Cementum,not applicable,https://doi.org/10.1016/j.quascirev.2019.105974; https://doi.org/10.1016/0033-5894(72)90034-8; https://doi.org/10.1017/RDC.2016.12,Western Cape,South Africa,Iziko Museums of South Africa,21081119SB0813E,Heritage Western Cape (HWC),20048,3884,South African Heritage Resources Agency (SAHRA),PalaeoBovids,Palaeogenomes of a lost world: Ancient bovids of the submerged Palaeo-Agulhas Plain of southern Africa,101026951,H2020-MSCA-IF-2020,
ScA026,CGG_1_025974,BSJ-d4-3,437,SAMC:Archaeology:BSJ-d4-3:CGG_1_025974,https://www.gbif.org/occurrence/4947704541,https://www.morphosource.org/concern/biological_specimens/000813437,Phase 2,Yes,No,No,Syncerus caffer caffer,not applicable,Syncerus caffer caffer,Cape buffalo,Syncerus caffer caffer,Cape buffalo,Nelson Bay Cave ,NBC,BSJ,South Africa: Western Cape Province,-34.101111,23.375556,10900,BP,11900,BP,associated absolute dating,"Calibrated and modeled 14C of layer BSBJ. 2sigma range of modeled Layer BSBJ, assumed that BSJ = BSBJ ""Brown Soil below Jake"". (Loftus et al 2016; Deacon 1984)",Holocene,MIS 1/2,Tooth | Molar | Lower left Lm3,Tooth,Molar,Cementum,not applicable,https://doi.org/10.1016/j.quascirev.2019.105974; https://doi.org/10.1016/0033-5894(72)90034-8; https://doi.org/10.1017/RDC.2016.12,Western Cape,South Africa,Iziko Museums of South Africa,21081119SB0813E,Heritage Western Cape (HWC),20048,3884,South African Heritage Resources Agency (SAHRA),PalaeoBovids,Palaeogenomes of a lost world: Ancient bovids of the submerged Palaeo-Agulhas Plain of southern Africa,101026951,H2020-MSCA-IF-2020,
ScA027,CGG_1_025975,BSJ-g6-84,437,SAMC:Archaeology:BSJ-g6-84:CGG_1_025975,https://www.gbif.org/occurrence/4947704609,https://www.morphosource.org/concern/biological_specimens/000813438,Phase 2,Yes,No,No,Syncerus caffer caffer,not applicable,Syncerus caffer caffer,Cape buffalo,Syncerus caffer caffer,Cape buffalo,Nelson Bay Cave ,NBC,BSJ,South Africa: Western Cape Province,-34.101111,23.375556,10900,BP,11900,BP,associated absolute dating,"Calibrated and modeled 14C of layer BSBJ. 2sigma range of modeled Layer BSBJ, assumed that BSJ = BSBJ ""Brown Soil below Jake"". (Loftus et al 2016; Deacon 1984)",Holocene,MIS 1/2,Tooth | Molar | Upper left M1,Tooth,Molar,Cementum,not applicable,https://doi.org/10.1016/j.quascirev.2019.105974; https://doi.org/10.1016/0033-5894(72)90034-8; https://doi.org/10.1017/RDC.2016.12,Western Cape,South Africa,Iziko Museums of South Africa,21081119SB0813E,Heritage Western Cape (HWC),20048,3884,South African Heritage Resources Agency (SAHRA),PalaeoBovids,Palaeogenomes of a lost world: Ancient bovids of the submerged Palaeo-Agulhas Plain of southern Africa,101026951,H2020-MSCA-IF-2020,
ScA028,CGG_1_025976,RA-g4-1,437,SAMC:Archaeology:RA-g4-1:CGG_1_025976,https://www.gbif.org/occurrence/4947704426,https://www.morphosource.org/concern/biological_specimens/000813439,Phase 2,Yes,Yes,No,Syncerus caffer caffer,Syncerus caffer caffer,Syncerus caffer caffer,Cape buffalo,Syncerus caffer caffer,Cape buffalo,Nelson Bay Cave ,NBC,RA,South Africa: Western Cape Province,-34.101111,23.375556,6900,BP,9200,BP,associated absolute dating,Calibrated and modeled 14C of layer. 2sigma range of modeled date of Layer RA aka Rice A. (Loftus et al 2016),Holocene,MIS 1,Tooth | Molar | Partial lower right Rm1/2,Tooth,Molar,Cementum,not applicable,https://doi.org/10.1016/j.quascirev.2019.105974; https://doi.org/10.1016/0033-5894(72)90034-8; https://doi.org/10.1017/RDC.2016.12,Western Cape,South Africa,Iziko Museums of South Africa,21081119SB0813E,Heritage Western Cape (HWC),20048,3884,South African Heritage Resources Agency (SAHRA),PalaeoBovids,Palaeogenomes of a lost world: Ancient bovids of the submerged Palaeo-Agulhas Plain of southern Africa,101026951,H2020-MSCA-IF-2020,
ScA029,CGG_1_025977,RB-d4-1,437,SAMC:Archaeology:RB-d4-1:CGG_1_025977,https://www.gbif.org/occurrence/4947704341,https://www.morphosource.org/concern/biological_specimens/000813440,Phase 2,Yes,Yes,No,Syncerus caffer caffer,Syncerus caffer caffer,Syncerus caffer caffer,Cape buffalo,Syncerus caffer caffer,Cape buffalo,Nelson Bay Cave ,NBC,RB,South Africa: Western Cape Province,-34.101111,23.375556,9300,BP,9800,BP,associated absolute dating,Calibrated and modeled 14C of layer. 2sigma range of modeled date of Layer RB aka Rice B. (Loftus et al 2016),Holocene,MIS 1,Tooth | Premolar | Partial upper left LP4,Tooth,Premolar,Cementum,not applicable,https://doi.org/10.1016/j.quascirev.2019.105974; https://doi.org/10.1016/0033-5894(72)90034-8; https://doi.org/10.1017/RDC.2016.12,Western Cape,South Africa,Iziko Museums of South Africa,21081119SB0813E,Heritage Western Cape (HWC),20048,3884,South African Heritage Resources Agency (SAHRA),PalaeoBovids,Palaeogenomes of a lost world: Ancient bovids of the submerged Palaeo-Agulhas Plain of southern Africa,101026951,H2020-MSCA-IF-2020,
ScA030,CGG_1_025978,RA2,437,SAMC:Archaeology:RA2:CGG_1_025978,https://www.gbif.org/occurrence/4947704369,https://www.morphosource.org/concern/biological_specimens/000813441,Phase 2,Yes,Yes,No,Syncerus caffer caffer,Syncerus caffer caffer,Syncerus caffer caffer,Cape buffalo,Syncerus caffer caffer,Cape buffalo,Nelson Bay Cave ,NBC,RA,South Africa: Western Cape Province,-34.101111,23.375556,6900,BP,9200,BP,associated absolute dating,Calibrated and modeled 14C of layer. 2sigma range of modeled date of Layer RA aka Rice A. (Loftus et al 2016),Holocene,MIS 1,Tooth | Molar | Partial upper left LM1/2,Tooth,Molar,Cementum,not applicable,https://doi.org/10.1016/j.quascirev.2019.105974; https://doi.org/10.1016/0033-5894(72)90034-8; https://doi.org/10.1017/RDC.2016.12,Western Cape,South Africa,Iziko Museums of South Africa,21081119SB0813E,Heritage Western Cape (HWC),20048,3884,South African Heritage Resources Agency (SAHRA),PalaeoBovids,Palaeogenomes of a lost world: Ancient bovids of the submerged Palaeo-Agulhas Plain of southern Africa,101026951,H2020-MSCA-IF-2020,
ScA031,CGG_1_025979,RA-d9-14,437,SAMC:Archaeology:RA-d9-14:CGG_1_025979,https://www.gbif.org/occurrence/4947704561,https://www.morphosource.org/concern/biological_specimens/000813442,Phase 2,Yes,Yes,No,Syncerus caffer caffer,Syncerus caffer caffer,Syncerus caffer caffer,Cape buffalo,Syncerus caffer caffer,Cape buffalo,Nelson Bay Cave ,NBC,RA,South Africa: Western Cape Province,-34.101111,23.375556,6900,BP,9200,BP,associated absolute dating,Calibrated and modeled 14C of layer. 2sigma range of modeled date of Layer RA aka Rice A. (Loftus et al 2016),Holocene,MIS 1,Tooth | Premolar | Upper left RP4,Tooth,Premolar,Cementum,not applicable,https://doi.org/10.1016/j.quascirev.2019.105974; https://doi.org/10.1016/0033-5894(72)90034-8; https://doi.org/10.1017/RDC.2016.12,Western Cape,South Africa,Iziko Museums of South Africa,21081119SB0813E,Heritage Western Cape (HWC),20048,3884,South African Heritage Resources Agency (SAHRA),PalaeoBovids,Palaeogenomes of a lost world: Ancient bovids of the submerged Palaeo-Agulhas Plain of southern Africa,101026951,H2020-MSCA-IF-2020,
ScA032,CGG_1_025980,J5-B2,437,SAMC:Archaeology:J5-B2:CGG_1_025980,https://www.gbif.org/occurrence/4947704354,https://www.morphosource.org/concern/biological_specimens/000813443,Phase 2,Yes,Yes,No,Syncerus caffer caffer,Syncerus caffer caffer,Syncerus caffer caffer,Cape buffalo,Syncerus caffer caffer,Cape buffalo,Nelson Bay Cave ,NBC,J,South Africa: Western Cape Province,-34.101111,23.375556,9500,BP,11400,BP,associated absolute dating,Calibrated and modeled 14C of layer. 2sigma range of modeled date of Layer J aka Jake. (Loftus et al 2016),Holocene,MIS 1,Tooth | Molar | Partial lower left Lm3,Tooth,Molar,Cementum,not applicable,https://doi.org/10.1016/j.quascirev.2019.105974; https://doi.org/10.1016/0033-5894(72)90034-8; https://doi.org/10.1017/RDC.2016.12,Western Cape,South Africa,Iziko Museums of South Africa,21081119SB0813E,Heritage Western Cape (HWC),20048,3884,South African Heritage Resources Agency (SAHRA),PalaeoBovids,Palaeogenomes of a lost world: Ancient bovids of the submerged Palaeo-Agulhas Plain of southern Africa,101026951,H2020-MSCA-IF-2020,
