SeqPool,SampleID,CGG,Taxon_morphology,Site_short,Site_long,LibraryID,variable,reference,reference_genbank,value,species_identifiable,Taxon_plots_common
PoolScreen_12,ScA046,CGG_1_025994,Syncerus caffer,BNK1,Byneskranskop 1,SCR_200,hits_clonality,Bluebuck,NC_035309.1,,No,Cape buffalo
PoolScreen_12,ScA047,CGG_1_025995,Syncerus caffer,BNK1,Byneskranskop 1,SCR_218,hits_clonality,Bluebuck,NC_035309.1,0.06557377,Yes,Cape buffalo
PoolScreen_12,ScA048,CGG_1_025996,Syncerus caffer,BNK1,Byneskranskop 1,SCR_208,hits_clonality,Bluebuck,NC_035309.1,0,No,Cape buffalo
PoolScreen_02,ToA001,CGG_1_024894,Tragelaphus oryx,BPA,Boomplaas Cave,SCR_017,hits_clonality,Bluebuck,NC_035309.1,,No,Common eland
PoolScreen_02,ToA002,CGG_1_024895,Tragelaphus oryx,BPA,Boomplaas Cave,SCR_018,hits_clonality,Bluebuck,NC_035309.1,,No,Common eland
PoolScreen_05,ToA003,CGG_1_024896,Tragelaphus oryx,EBC,Elands Bay Cave,SCR_055,hits_clonality,Bluebuck,NC_035309.1,,No,Common eland
PoolScreen_05,ToA004,CGG_1_024897,Tragelaphus oryx,EBC,Elands Bay Cave,SCR_056,hits_clonality,Bluebuck,NC_035309.1,,No,Common eland
PoolScreen_06,ToA005,CGG_1_024898,Tragelaphus oryx,EBC,Elands Bay Cave,SCR_067,hits_clonality,Bluebuck,NC_035309.1,0,No,Common eland
PoolScreen_06,ToA006,CGG_1_024899,Tragelaphus oryx,EBC,Elands Bay Cave,SCR_068,hits_clonality,Bluebuck,NC_035309.1,,No,Common eland
PoolScreen_02,ToA007,CGG_1_024900,Tragelaphus oryx,BPA,Boomplaas Cave,SCR_019,hits_clonality,Bluebuck,NC_035309.1,,No,Common eland
PoolScreen_04,ToA008,CGG_1_024901,Tragelaphus oryx,DK1,Die Kelders Cave 1,ToA008_combined,hits_clonality,Bluebuck,NC_035309.1,,No,Common eland
PoolScreen_02,ToA009,CGG_1_024902,Tragelaphus oryx,DK1,Die Kelders Cave 1,SCR_020,hits_clonality,Bluebuck,NC_035309.1,,No,Common eland
PoolScreen_12,ToA028,CGG_1_025931,Tragelaphus oryx,NBC,Nelson Bay Cave,SCR_166,hits_clonality,Bluebuck,NC_035309.1,0,Yes,Common eland
PoolScreen_12,ToA029,CGG_1_025932,Tragelaphus oryx,NBC,Nelson Bay Cave,SCR_167,hits_clonality,Bluebuck,NC_035309.1,0,Yes,Common eland
PoolScreen_12,ToA030,CGG_1_025933,Tragelaphus oryx,NBC,Nelson Bay Cave,SCR_168,hits_clonality,Bluebuck,NC_035309.1,0,Yes,Common eland
PoolScreen_12,ToA031,CGG_1_025934,Tragelaphus oryx,EBC,Elands Bay Cave,SCR_169,hits_clonality,Bluebuck,NC_035309.1,0.111111111,Yes,Common eland
PoolScreen_12,ToA032,CGG_1_025935,Tragelaphus oryx,EBC,Elands Bay Cave,SCR_170,hits_clonality,Bluebuck,NC_035309.1,,No,Common eland
PoolScreen_12,ToA034,CGG_1_025937,Tragelaphus oryx,KRM,Klasies River Mouth,SCR_211,hits_clonality,Bluebuck,NC_035309.1,,No,Common eland
PoolScreen_12,ToA035,CGG_1_025938,Tragelaphus oryx,KRM,Klasies River Mouth,SCR_212,hits_clonality,Bluebuck,NC_035309.1,,No,Common eland
PoolScreen_12,ToA036,CGG_1_025939,Tragelaphus oryx,KRM,Klasies River Mouth,SCR_213,hits_clonality,Bluebuck,NC_035309.1,,No,Common eland
PoolScreen_12,ToA037,CGG_1_025940,Tragelaphus oryx,KRM,Klasies River Mouth,SCR_214,hits_clonality,Bluebuck,NC_035309.1,,No,Common eland
PoolScreen_12,ToA038,CGG_1_025941,Tragelaphus oryx,KRM,Klasies River Mouth,SCR_215,hits_clonality,Bluebuck,NC_035309.1,0,No,Common eland
PoolScreen_02,PaA001,CGG_1_024854,Syncerus antiquus,BPA,Boomplaas Cave,SCR_023,hits_unique,Bluebuck,NC_035309.1,0,No,Long-horned buffalo
PoolScreen_06,PaA002,CGG_1_024855,Syncerus antiquus,BPA,Boomplaas Cave,SCR_063,hits_unique,Bluebuck,NC_035309.1,0,No,Long-horned buffalo
PoolScreen_02,PaA003,CGG_1_024856,Syncerus antiquus,KRM,Klasies River Mouth,SCR_014,hits_unique,Bluebuck,NC_035309.1,0,No,Long-horned buffalo
PoolScreen_04,PaA004,CGG_1_024857,Syncerus antiquus,KRM,Klasies River Mouth,PaA004_combined,hits_unique,Bluebuck,NC_035309.1,5,No,Long-horned buffalo
PoolScreen_02,PaA005,CGG_1_024858,Syncerus antiquus,KRM,Klasies River Mouth,SCR_024,hits_unique,Bluebuck,NC_035309.1,0,No,Long-horned buffalo
PoolScreen_02,PaA006,CGG_1_024859,Syncerus antiquus,KRM,Klasies River Mouth,SCR_025,hits_unique,Bluebuck,NC_035309.1,0,No,Long-horned buffalo
PoolScreen_06,PaA007,CGG_1_024860,Syncerus antiquus,KRM,Klasies River Mouth,SCR_064,hits_unique,Bluebuck,NC_035309.1,0,No,Long-horned buffalo
PoolScreen_01,PaA008,CGG_1_024861,Syncerus antiquus,KRM,Klasies River Mouth,SCR_006,hits_unique,Bluebuck,NC_035309.1,1,No,Long-horned buffalo
PoolScreen_05,PaA009,CGG_1_024862,Syncerus antiquus,KRM,Klasies River Mouth,SCR_053,hits_unique,Bluebuck,NC_035309.1,10,No,Long-horned buffalo
PoolScreen_12,PaA014,CGG_1_026017,Syncerus antiquus,NBC,Nelson Bay Cave,SCR_142,hits_unique,Bluebuck,NC_035309.1,24,Yes,Long-horned buffalo
PoolScreen_12,PaA015,CGG_1_026018,Syncerus antiquus,NBC,Nelson Bay Cave,SCR_143,hits_unique,Bluebuck,NC_035309.1,2,Yes,Long-horned buffalo
PoolScreen_12,PaA016,CGG_1_026019,Syncerus antiquus,NBC,Nelson Bay Cave,SCR_152,hits_unique,Bluebuck,NC_035309.1,0,No,Long-horned buffalo
PoolScreen_12,PaA017,CGG_1_026020,Syncerus antiquus,NBC,Nelson Bay Cave,SCR_145,hits_unique,Bluebuck,NC_035309.1,4,No,Long-horned buffalo
PoolScreen_12,PaA018,CGG_1_026021,Syncerus antiquus,NBC,Nelson Bay Cave,SCR_153,hits_unique,Bluebuck,NC_035309.1,4,Yes,Long-horned buffalo
PoolScreen_12,PaA019,CGG_1_026022,Syncerus antiquus,NBC,Nelson Bay Cave,SCR_154,hits_unique,Bluebuck,NC_035309.1,2,No,Long-horned buffalo
PoolScreen_12,PaA020,CGG_1_026023,Syncerus antiquus,NBC,Nelson Bay Cave,SCR_146,hits_unique,Bluebuck,NC_035309.1,3,No,Long-horned buffalo
PoolScreen_12,PaA021,CGG_1_026024,Syncerus antiquus,NBC,Nelson Bay Cave,SCR_147,hits_unique,Bluebuck,NC_035309.1,1,No,Long-horned buffalo
PoolScreen_12,PaA022,CGG_1_026025,Syncerus antiquus,NBC,Nelson Bay Cave,SCR_144,hits_unique,Bluebuck,NC_035309.1,2,No,Long-horned buffalo
PoolScreen_12,PaA023,CGG_1_026026,Syncerus antiquus,NBC,Nelson Bay Cave,SCR_149,hits_unique,Bluebuck,NC_035309.1,1,No,Long-horned buffalo
PoolScreen_12,PaA024,CGG_1_026027,Syncerus antiquus,NBC,Nelson Bay Cave,SCR_155,hits_unique,Bluebuck,NC_035309.1,0,No,Long-horned buffalo
PoolScreen_12,PaA025,CGG_1_026028,Syncerus antiquus,NBC,Nelson Bay Cave,SCR_156,hits_unique,Bluebuck,NC_035309.1,0,No,Long-horned buffalo
PoolScreen_12,PaA026,CGG_1_026029,Syncerus antiquus,NBC,Nelson Bay Cave,SCR_150,hits_unique,Bluebuck,NC_035309.1,2,No,Long-horned buffalo
PoolScreen_12,PaA027,CGG_1_026030,Syncerus antiquus,NBC,Nelson Bay Cave,SCR_157,hits_unique,Bluebuck,NC_035309.1,0,No,Long-horned buffalo
PoolScreen_12,PaA028,CGG_1_026031,Syncerus antiquus,NBC,Nelson Bay Cave,SCR_151,hits_unique,Bluebuck,NC_035309.1,3,No,Long-horned buffalo
PoolScreen_12,PaA033,CGG_1_026036,Syncerus antiquus,KRM,Klasies River Mouth,SCR_141,hits_unique,Bluebuck,NC_035309.1,0,No,Long-horned buffalo
PoolScreen_05,PcA001,CGG_1_024845,Pelea capreolus,KRM,Klasies River Mouth,SCR_059,hits_unique,Bluebuck,NC_035309.1,33,No,Grey rhebok
PoolScreen_05,PcA002,CGG_1_024846,Pelea capreolus,KRM,Klasies River Mouth,SCR_060,hits_unique,Bluebuck,NC_035309.1,7,Yes,Grey rhebok
PoolScreen_03,PcA003,CGG_1_024847,Pelea capreolus,KRM,Klasies River Mouth,SCR_042,hits_unique,Bluebuck,NC_035309.1,5,Yes,Grey rhebok
PoolScreen_03,PcA004,CGG_1_024848,Pelea capreolus,KRM,Klasies River Mouth,SCR_043,hits_unique,Bluebuck,NC_035309.1,0,No,Grey rhebok
PoolScreen_04,PcA005,CGG_1_024849,Pelea capreolus,KRM,Klasies River Mouth,PcA005_combined,hits_unique,Bluebuck,NC_035309.1,0,No,Grey rhebok
PoolScreen_03,PcA006,CGG_1_024850,Pelea capreolus,BPA,Boomplaas Cave,SCR_044,hits_unique,Bluebuck,NC_035309.1,0,No,Grey rhebok
PoolScreen_03,PcA007,CGG_1_024851,Pelea capreolus,BPA,Boomplaas Cave,SCR_045,hits_unique,Bluebuck,NC_035309.1,0,No,Grey rhebok
PoolScreen_03,PcA008,CGG_1_024852,Pelea capreolus,BPA,Boomplaas Cave,SCR_046,hits_unique,Bluebuck,NC_035309.1,0,No,Grey rhebok
PoolScreen_03,PcA009,CGG_1_024853,Pelea capreolus,BPA,Boomplaas Cave,SCR_047,hits_unique,Bluebuck,NC_035309.1,0,No,Grey rhebok
PoolScreen_12,PcA010,CGG_1_025779,Pelea capreolus,NBC,Nelson Bay Cave,SCR_125,hits_unique,Bluebuck,NC_035309.1,85,Yes,Grey rhebok
PoolScreen_12,PcA011,CGG_1_025780,Pelea capreolus,NBC,Nelson Bay Cave,SCR_126,hits_unique,Bluebuck,NC_035309.1,2,No,Grey rhebok
PoolScreen_12,PcA012,CGG_1_025781,Pelea capreolus,NBC,Nelson Bay Cave,SCR_127,hits_unique,Bluebuck,NC_035309.1,0,Yes,Grey rhebok
PoolScreen_12,PcA013,CGG_1_025782,Pelea capreolus,NBC,Nelson Bay Cave,SCR_128,hits_unique,Bluebuck,NC_035309.1,0,No,Grey rhebok
PoolScreen_12,PcA014,CGG_1_025783,Pelea capreolus,NBC,Nelson Bay Cave,SCR_129,hits_unique,Bluebuck,NC_035309.1,2,No,Grey rhebok
PoolScreen_12,PcA015,CGG_1_025784,Pelea capreolus,NBC,Nelson Bay Cave,SCR_130,hits_unique,Bluebuck,NC_035309.1,19,Yes,Grey rhebok
PoolScreen_12,PcA016,CGG_1_025785,Pelea capreolus,NBC,Nelson Bay Cave,SCR_131,hits_unique,Bluebuck,NC_035309.1,2,Yes,Grey rhebok
PoolScreen_12,PcA017,CGG_1_025786,Pelea capreolus,NBC,Nelson Bay Cave,SCR_132,hits_unique,Bluebuck,NC_035309.1,11,Yes,Grey rhebok
PoolScreen_12,PcA018,CGG_1_025787,Pelea capreolus,NBC,Nelson Bay Cave,SCR_158,hits_unique,Bluebuck,NC_035309.1,7,Yes,Grey rhebok
PoolScreen_12,PcA019,CGG_1_025788,Pelea capreolus,NBC,Nelson Bay Cave,SCR_159,hits_unique,Bluebuck,NC_035309.1,0,No,Grey rhebok
PoolScreen_12,PcA020,CGG_1_025789,Pelea capreolus,NBC,Nelson Bay Cave,SCR_133,hits_unique,Bluebuck,NC_035309.1,0,No,Grey rhebok
PoolScreen_12,PcA021,CGG_1_025790,Pelea capreolus,NBC,Nelson Bay Cave,SCR_160,hits_unique,Bluebuck,NC_035309.1,1,No,Grey rhebok
PoolScreen_12,PcA022,CGG_1_025791,Pelea capreolus,NBC,Nelson Bay Cave,SCR_161,hits_unique,Bluebuck,NC_035309.1,1,No,Grey rhebok
PoolScreen_12,PcA023,CGG_1_025792,Pelea capreolus,NBC,Nelson Bay Cave,SCR_162,hits_unique,Bluebuck,NC_035309.1,0,No,Grey rhebok
PoolScreen_12,PcA024,CGG_1_025793,Pelea capreolus,NBC,Nelson Bay Cave,SCR_163,hits_unique,Bluebuck,NC_035309.1,0,No,Grey rhebok
PoolScreen_12,PcA025,CGG_1_025794,Pelea capreolus,NBC,Nelson Bay Cave,SCR_164,hits_unique,Bluebuck,NC_035309.1,1,No,Grey rhebok
PoolScreen_12,PcA026,CGG_1_025795,Pelea capreolus,NBC,Nelson Bay Cave,SCR_165,hits_unique,Bluebuck,NC_035309.1,8,Yes,Grey rhebok
PoolScreen_01,PS01_NC,,Negative control,NC,Negative Control,SCR_010,hits_unique,Bluebuck,NC_035309.1,0,,
PoolScreen_02,PS02_LNC,,Negative control,NC,Negative Control,SCR_041,hits_unique,Bluebuck,NC_035309.1,0,,
PoolScreen_02,PS02_NC,,Negative control,NC,Negative Control,SCR_027,hits_unique,Bluebuck,NC_035309.1,0,,
PoolScreen_03,PS03_LNC,,Negative control,NC,Negative Control,SCR_052,hits_unique,Bluebuck,NC_035309.1,0,,
PoolScreen_03,PS03_NC,,Negative control,NC,Negative Control,SCR_049,hits_unique,Bluebuck,NC_035309.1,0,,
PoolScreen_04,PS04_LNC,,Negative control,NC,Negative Control,BEST_021,hits_unique,Bluebuck,NC_035309.1,0,,
PoolScreen_04,PS04_NC,,Negative control,NC,Negative Control,BEST_020,hits_unique,Bluebuck,NC_035309.1,0,,
PoolScreen_05,PS05_NC,,Negative control,NC,Negative Control,SCR_061,hits_unique,Bluebuck,NC_035309.1,0,,
PoolScreen_06,PS06_NC01,,Negative control,NC,Negative Control,SCR_069,hits_unique,Bluebuck,NC_035309.1,0,,
PoolScreen_06,PS06_NC02,,Negative control,NC,Negative Control,SCR_079,hits_unique,Bluebuck,NC_035309.1,0,,
PoolScreen_12,PS12_NC01,,Negative control,NC,Negative Control,SCR_148,hits_unique,Bluebuck,NC_035309.1,0,,
PoolScreen_12,PS12_NC02,,Negative control,NC,Negative Control,SCR_196,hits_unique,Bluebuck,NC_035309.1,0,,
PoolScreen_03,RmA001,CGG_1_024867,Raphicerus melanotis,NBC,Nelson Bay Cave,SCR_048,hits_unique,Bluebuck,NC_035309.1,192,Yes,Cape grysbok
PoolScreen_06,RmA002,CGG_1_024868,Raphicerus melanotis,NBC,Nelson Bay Cave,SCR_078,hits_unique,Bluebuck,NC_035309.1,72,Yes,Cape grysbok
PoolScreen_06,RmA003,CGG_1_024869,Raphicerus melanotis,NBC,Nelson Bay Cave,SCR_080,hits_unique,Bluebuck,NC_035309.1,79,Yes,Cape grysbok
PoolScreen_06,RmA004,CGG_1_024870,Raphicerus melanotis,NBC,Nelson Bay Cave,SCR_081,hits_unique,Bluebuck,NC_035309.1,321,Yes,Cape grysbok
PoolScreen_06,RmA005,CGG_1_024871,Raphicerus melanotis,NBC,Nelson Bay Cave,SCR_082,hits_unique,Bluebuck,NC_035309.1,83,Yes,Cape grysbok
PoolScreen_06,RmA006,CGG_1_024872,Raphicerus melanotis,NBC,Nelson Bay Cave,SCR_083,hits_unique,Bluebuck,NC_035309.1,210,Yes,Cape grysbok
PoolScreen_06,RmA007,CGG_1_024873,Raphicerus melanotis,NBC,Nelson Bay Cave,SCR_084,hits_unique,Bluebuck,NC_035309.1,75,Yes,Cape grysbok
PoolScreen_06,RmA008,CGG_1_024874,Raphicerus melanotis,NBC,Nelson Bay Cave,SCR_085,hits_unique,Bluebuck,NC_035309.1,34,Yes,Cape grysbok
PoolScreen_06,RmA009,CGG_1_024875,Raphicerus melanotis,NBC,Nelson Bay Cave,SCR_086,hits_unique,Bluebuck,NC_035309.1,586,Yes,Cape grysbok
PoolScreen_12,RmA030,CGG_1_025879,Raphicerus melanotis,NBC,Nelson Bay Cave,SCR_134,hits_unique,Bluebuck,NC_035309.1,30,Yes,Cape grysbok
PoolScreen_12,RmA031,CGG_1_025880,Raphicerus melanotis,NBC,Nelson Bay Cave,SCR_185,hits_unique,Bluebuck,NC_035309.1,22,Yes,Cape grysbok
PoolScreen_12,RmA032,CGG_1_025881,Raphicerus melanotis,NBC,Nelson Bay Cave,SCR_186,hits_unique,Bluebuck,NC_035309.1,5,Yes,Cape grysbok
PoolScreen_12,RmA033,CGG_1_025882,Raphicerus melanotis,NBC,Nelson Bay Cave,SCR_187,hits_unique,Bluebuck,NC_035309.1,2,No,Cape grysbok
PoolScreen_12,RmA034,CGG_1_025883,Raphicerus melanotis,NBC,Nelson Bay Cave,SCR_188,hits_unique,Bluebuck,NC_035309.1,6,Yes,Cape grysbok
PoolScreen_12,RmA035,CGG_1_025884,Raphicerus melanotis,NBC,Nelson Bay Cave,SCR_173,hits_unique,Bluebuck,NC_035309.1,3,Yes,Cape grysbok
PoolScreen_12,RmA036,CGG_1_025885,Raphicerus melanotis,NBC,Nelson Bay Cave,SCR_174,hits_unique,Bluebuck,NC_035309.1,33,Yes,Cape grysbok
PoolScreen_12,RmA037,CGG_1_025886,Raphicerus melanotis,NBC,Nelson Bay Cave,SCR_175,hits_unique,Bluebuck,NC_035309.1,45,Yes,Cape grysbok
PoolScreen_12,RmA038,CGG_1_025887,Raphicerus melanotis,NBC,Nelson Bay Cave,SCR_189,hits_unique,Bluebuck,NC_035309.1,66,Yes,Cape grysbok
PoolScreen_12,RmA039,CGG_1_025888,Raphicerus melanotis,NBC,Nelson Bay Cave,SCR_190,hits_unique,Bluebuck,NC_035309.1,1,No,Cape grysbok
PoolScreen_12,RmA040,CGG_1_025889,Raphicerus melanotis,NBC,Nelson Bay Cave,SCR_135,hits_unique,Bluebuck,NC_035309.1,3,Yes,Cape grysbok
PoolScreen_12,RmA041,CGG_1_025890,Raphicerus melanotis,NBC,Nelson Bay Cave,SCR_136,hits_unique,Bluebuck,NC_035309.1,4,Yes,Cape grysbok
PoolScreen_12,RmA042,CGG_1_025891,Raphicerus melanotis,NBC,Nelson Bay Cave,SCR_137,hits_unique,Bluebuck,NC_035309.1,23,Yes,Cape grysbok
PoolScreen_12,RmA043,CGG_1_025892,Raphicerus melanotis,NBC,Nelson Bay Cave,SCR_138,hits_unique,Bluebuck,NC_035309.1,25,Yes,Cape grysbok
PoolScreen_12,RmA051,CGG_1_025900,Raphicerus melanotis,NBC,Nelson Bay Cave,SCR_177,hits_unique,Bluebuck,NC_035309.1,0,No,Cape grysbok
PoolScreen_12,RmA052,CGG_1_025901,Raphicerus melanotis,NBC,Nelson Bay Cave,SCR_178,hits_unique,Bluebuck,NC_035309.1,1,No,Cape grysbok
PoolScreen_12,RmA056,CGG_1_025905,Raphicerus melanotis,NBC,Nelson Bay Cave,SCR_179,hits_unique,Bluebuck,NC_035309.1,6,Yes,Cape grysbok
PoolScreen_12,RmA059,CGG_1_025908,Raphicerus melanotis,NBC,Nelson Bay Cave,SCR_180,hits_unique,Bluebuck,NC_035309.1,0,No,Cape grysbok
PoolScreen_12,RmA060,CGG_1_025909,Raphicerus melanotis,NBC,Nelson Bay Cave,SCR_181,hits_unique,Bluebuck,NC_035309.1,0,No,Cape grysbok
PoolScreen_06,RxA001,CGG_1_024876,Redunca sp.,BPA,Boomplaas Cave,SCR_070,hits_unique,Bluebuck,NC_035309.1,1,No,Reedbuck
PoolScreen_06,RxA002,CGG_1_024877,Redunca sp.,BPA,Boomplaas Cave,SCR_071,hits_unique,Bluebuck,NC_035309.1,5,Yes,Reedbuck
PoolScreen_06,RxA003,CGG_1_024878,Redunca sp.,BPA,Boomplaas Cave,SCR_072,hits_unique,Bluebuck,NC_035309.1,0,No,Reedbuck
PoolScreen_05,RxA004,CGG_1_024879,Redunca sp.,BPA,Boomplaas Cave,SCR_057,hits_unique,Bluebuck,NC_035309.1,0,No,Reedbuck
PoolScreen_05,RxA005,CGG_1_024880,Redunca sp.,KRM,Klasies River Mouth,SCR_058,hits_unique,Bluebuck,NC_035309.1,1,No,Reedbuck
PoolScreen_06,RxA006,CGG_1_024881,Redunca sp.,BPA,Boomplaas Cave,SCR_073,hits_unique,Bluebuck,NC_035309.1,1,No,Reedbuck
PoolScreen_04,RxA007,CGG_1_024882,Redunca sp.,BPA,Boomplaas Cave,RxA007_combined,hits_unique,Bluebuck,NC_035309.1,476,Yes,Grey rhebok
PoolScreen_06,RxA008,CGG_1_024883,Redunca sp.,BPA,Boomplaas Cave,SCR_077,hits_unique,Bluebuck,NC_035309.1,56,Yes,Reedbuck
PoolScreen_06,RxA009,CGG_1_024884,Redunca sp.,BPA,Boomplaas Cave,SCR_074,hits_unique,Bluebuck,NC_035309.1,207,Yes,Grey rhebok
PoolScreen_12,RxA017,CGG_1_025837,Redunca sp.,NBC,Nelson Bay Cave,SCR_176,hits_unique,Bluebuck,NC_035309.1,1,No,Reedbuck
PoolScreen_12,RxA020,CGG_1_025840,Redunca sp.,BNK1,Byneskranskop 1,SCR_210,hits_unique,Bluebuck,NC_035309.1,1,No,Reedbuck
PoolScreen_12,RxA021,CGG_1_025841,Redunca sp.,BNK1,Byneskranskop 1,SCR_194,hits_unique,Bluebuck,NC_035309.1,1,No,Reedbuck
PoolScreen_02,ScA001,CGG_1_024885,Syncerus caffer,DK1,Die Kelders Cave 1,SCR_012,hits_unique,Bluebuck,NC_035309.1,10,Yes,Cape buffalo
PoolScreen_02,ScA002,CGG_1_024886,Syncerus caffer,DK1,Die Kelders Cave 1,SCR_013,hits_unique,Bluebuck,NC_035309.1,155,Yes,Cape buffalo
PoolScreen_02,ScA003,CGG_1_024887,Syncerus caffer,DK1,Die Kelders Cave 1,SCR_021,hits_unique,Bluebuck,NC_035309.1,81,Yes,Cape buffalo
PoolScreen_06,ScA004,CGG_1_024888,Syncerus caffer,DK1,Die Kelders Cave 1,SCR_076,hits_unique,Bluebuck,NC_035309.1,338,Yes,Cape buffalo
PoolScreen_04,ScA005,CGG_1_024889,Syncerus caffer,DK1,Die Kelders Cave 1,ScA005_combined,hits_unique,Bluebuck,NC_035309.1,240,Yes,Cape buffalo
PoolScreen_02,ScA006,CGG_1_024890,Syncerus caffer,DK1,Die Kelders Cave 1,SCR_022,hits_unique,Bluebuck,NC_035309.1,7,Yes,Cape buffalo
PoolScreen_06,ScA007,CGG_1_024891,Syncerus caffer,BPA,Boomplaas Cave,SCR_065,hits_unique,Bluebuck,NC_035309.1,0,No,Cape buffalo
PoolScreen_06,ScA008,CGG_1_024892,Syncerus caffer,BPA,Boomplaas Cave,SCR_066,hits_unique,Bluebuck,NC_035309.1,0,No,Cape buffalo
PoolScreen_04,ScA009,CGG_1_024893,Syncerus caffer,BPA,Boomplaas Cave,ScA009_combined,hits_unique,Bluebuck,NC_035309.1,0,No,Cape buffalo
PoolScreen_12,ScA012,CGG_1_025960,Syncerus caffer,NBC,Nelson Bay Cave,SCR_191,hits_unique,Bluebuck,NC_035309.1,5,Yes,Cape buffalo
PoolScreen_12,ScA025,CGG_1_025973,Syncerus caffer,NBC,Nelson Bay Cave,SCR_182,hits_unique,Bluebuck,NC_035309.1,3,Yes,Cape buffalo
PoolScreen_12,ScA026,CGG_1_025974,Syncerus caffer,NBC,Nelson Bay Cave,SCR_183,hits_unique,Bluebuck,NC_035309.1,0,No,Cape buffalo
PoolScreen_12,ScA027,CGG_1_025975,Syncerus caffer,NBC,Nelson Bay Cave,SCR_184,hits_unique,Bluebuck,NC_035309.1,0,No,Cape buffalo
PoolScreen_12,ScA028,CGG_1_025976,Syncerus caffer,NBC,Nelson Bay Cave,SCR_195,hits_unique,Bluebuck,NC_035309.1,72,Yes,Cape buffalo
PoolScreen_12,ScA029,CGG_1_025977,Syncerus caffer,NBC,Nelson Bay Cave,SCR_193,hits_unique,Bluebuck,NC_035309.1,207,Yes,Cape buffalo
PoolScreen_12,ScA030,CGG_1_025978,Syncerus caffer,NBC,Nelson Bay Cave,SCR_197,hits_unique,Bluebuck,NC_035309.1,61,Yes,Cape buffalo
PoolScreen_12,ScA031,CGG_1_025979,Syncerus caffer,NBC,Nelson Bay Cave,SCR_198,hits_unique,Bluebuck,NC_035309.1,242,Yes,Cape buffalo
PoolScreen_12,ScA032,CGG_1_025980,Syncerus caffer,NBC,Nelson Bay Cave,SCR_192,hits_unique,Bluebuck,NC_035309.1,8,Yes,Cape buffalo
PoolScreen_12,ScA033,CGG_1_025981,Syncerus caffer,NBC,Nelson Bay Cave,SCR_202,hits_unique,Bluebuck,NC_035309.1,18,Yes,Cape buffalo
PoolScreen_12,ScA034,CGG_1_025982,Syncerus caffer,NBC,Nelson Bay Cave,SCR_199,hits_unique,Bluebuck,NC_035309.1,3,Yes,Cape buffalo
PoolScreen_12,ScA035,CGG_1_025983,Syncerus caffer,NBC,Nelson Bay Cave,SCR_203,hits_unique,Bluebuck,NC_035309.1,0,No,Cape buffalo
PoolScreen_12,ScA036,CGG_1_025984,Syncerus caffer,NBC,Nelson Bay Cave,SCR_204,hits_unique,Bluebuck,NC_035309.1,0,No,Cape buffalo
PoolScreen_12,ScA037,CGG_1_025985,Syncerus caffer,NBC,Nelson Bay Cave,SCR_205,hits_unique,Bluebuck,NC_035309.1,0,No,Cape buffalo
PoolScreen_12,ScA038,CGG_1_025986,Syncerus caffer,NBC,Nelson Bay Cave,SCR_206,hits_unique,Bluebuck,NC_035309.1,0,No,Cape buffalo
PoolScreen_12,ScA039,CGG_1_025987,Syncerus caffer,NBC,Nelson Bay Cave,SCR_207,hits_unique,Bluebuck,NC_035309.1,11,Yes,Cape buffalo
PoolScreen_12,ScA040,CGG_1_025988,Syncerus caffer,NBC,Nelson Bay Cave,SCR_216,hits_unique,Bluebuck,NC_035309.1,5,Yes,Cape buffalo
PoolScreen_12,ScA041,CGG_1_025989,Syncerus caffer,BNK1,Byneskranskop 1,SCR_139,hits_unique,Bluebuck,NC_035309.1,269,Yes,Cape buffalo
PoolScreen_12,ScA042,CGG_1_025990,Syncerus caffer,BNK1,Byneskranskop 1,SCR_140,hits_unique,Bluebuck,NC_035309.1,72,Yes,Cape buffalo
PoolScreen_12,ScA043,CGG_1_025991,Syncerus caffer,BNK1,Byneskranskop 1,SCR_209,hits_unique,Bluebuck,NC_035309.1,50,Yes,Cape buffalo
PoolScreen_12,ScA044,CGG_1_025992,Syncerus caffer,BNK1,Byneskranskop 1,SCR_217,hits_unique,Bluebuck,NC_035309.1,11,Yes,Cape buffalo
PoolScreen_12,ScA045,CGG_1_025993,Syncerus caffer,BNK1,Byneskranskop 1,SCR_201,hits_unique,Bluebuck,NC_035309.1,22,Yes,Cape buffalo
PoolScreen_12,ScA046,CGG_1_025994,Syncerus caffer,BNK1,Byneskranskop 1,SCR_200,hits_unique,Bluebuck,NC_035309.1,0,No,Cape buffalo
PoolScreen_12,ScA047,CGG_1_025995,Syncerus caffer,BNK1,Byneskranskop 1,SCR_218,hits_unique,Bluebuck,NC_035309.1,114,Yes,Cape buffalo
PoolScreen_12,ScA048,CGG_1_025996,Syncerus caffer,BNK1,Byneskranskop 1,SCR_208,hits_unique,Bluebuck,NC_035309.1,2,No,Cape buffalo
PoolScreen_02,ToA001,CGG_1_024894,Tragelaphus oryx,BPA,Boomplaas Cave,SCR_017,hits_unique,Bluebuck,NC_035309.1,0,No,Common eland
PoolScreen_02,ToA002,CGG_1_024895,Tragelaphus oryx,BPA,Boomplaas Cave,SCR_018,hits_unique,Bluebuck,NC_035309.1,0,No,Common eland
PoolScreen_05,ToA003,CGG_1_024896,Tragelaphus oryx,EBC,Elands Bay Cave,SCR_055,hits_unique,Bluebuck,NC_035309.1,0,No,Common eland
