SeqPool,SampleID,CGG,Taxon_morphology,Site_short,Site_long,LibraryID,variable,reference,reference_genbank,value,species_identifiable,Taxon_plots_common
PoolScreen_02,PaA001,CGG_1_024854,Syncerus antiquus,BPA,Boomplaas Cave,SCR_023,seq_reads_pairs,,,2031709,No,Long-horned buffalo
PoolScreen_06,PaA002,CGG_1_024855,Syncerus antiquus,BPA,Boomplaas Cave,SCR_063,seq_reads_pairs,,,4314811,No,Long-horned buffalo
PoolScreen_02,PaA003,CGG_1_024856,Syncerus antiquus,KRM,Klasies River Mouth,SCR_014,seq_reads_pairs,,,2028864,No,Long-horned buffalo
PoolScreen_04,PaA004,CGG_1_024857,Syncerus antiquus,KRM,Klasies River Mouth,PaA004_combined,seq_reads_pairs,,,36667472,No,Long-horned buffalo
PoolScreen_02,PaA005,CGG_1_024858,Syncerus antiquus,KRM,Klasies River Mouth,SCR_024,seq_reads_pairs,,,1875644,No,Long-horned buffalo
PoolScreen_02,PaA006,CGG_1_024859,Syncerus antiquus,KRM,Klasies River Mouth,SCR_025,seq_reads_pairs,,,1654266,No,Long-horned buffalo
PoolScreen_06,PaA007,CGG_1_024860,Syncerus antiquus,KRM,Klasies River Mouth,SCR_064,seq_reads_pairs,,,4906710,No,Long-horned buffalo
PoolScreen_01,PaA008,CGG_1_024861,Syncerus antiquus,KRM,Klasies River Mouth,SCR_006,seq_reads_pairs,,,5259943,No,Long-horned buffalo
PoolScreen_05,PaA009,CGG_1_024862,Syncerus antiquus,KRM,Klasies River Mouth,SCR_053,seq_reads_pairs,,,2364128,No,Long-horned buffalo
PoolScreen_12,PaA014,CGG_1_026017,Syncerus antiquus,NBC,Nelson Bay Cave,SCR_142,seq_reads_pairs,,,6597507,Yes,Long-horned buffalo
PoolScreen_12,PaA015,CGG_1_026018,Syncerus antiquus,NBC,Nelson Bay Cave,SCR_143,seq_reads_pairs,,,2514486,Yes,Long-horned buffalo
PoolScreen_12,PaA016,CGG_1_026019,Syncerus antiquus,NBC,Nelson Bay Cave,SCR_152,seq_reads_pairs,,,5083777,No,Long-horned buffalo
PoolScreen_12,PaA017,CGG_1_026020,Syncerus antiquus,NBC,Nelson Bay Cave,SCR_145,seq_reads_pairs,,,5639657,No,Long-horned buffalo
PoolScreen_12,PaA018,CGG_1_026021,Syncerus antiquus,NBC,Nelson Bay Cave,SCR_153,seq_reads_pairs,,,5672487,Yes,Long-horned buffalo
PoolScreen_12,PaA019,CGG_1_026022,Syncerus antiquus,NBC,Nelson Bay Cave,SCR_154,seq_reads_pairs,,,5275002,No,Long-horned buffalo
PoolScreen_12,PaA020,CGG_1_026023,Syncerus antiquus,NBC,Nelson Bay Cave,SCR_146,seq_reads_pairs,,,5526409,No,Long-horned buffalo
PoolScreen_12,PaA021,CGG_1_026024,Syncerus antiquus,NBC,Nelson Bay Cave,SCR_147,seq_reads_pairs,,,2720786,No,Long-horned buffalo
PoolScreen_12,PaA022,CGG_1_026025,Syncerus antiquus,NBC,Nelson Bay Cave,SCR_144,seq_reads_pairs,,,3390904,No,Long-horned buffalo
PoolScreen_12,PaA023,CGG_1_026026,Syncerus antiquus,NBC,Nelson Bay Cave,SCR_149,seq_reads_pairs,,,4839501,No,Long-horned buffalo
PoolScreen_12,PaA024,CGG_1_026027,Syncerus antiquus,NBC,Nelson Bay Cave,SCR_155,seq_reads_pairs,,,5263827,No,Long-horned buffalo
PoolScreen_12,PaA025,CGG_1_026028,Syncerus antiquus,NBC,Nelson Bay Cave,SCR_156,seq_reads_pairs,,,5726294,No,Long-horned buffalo
PoolScreen_12,PaA026,CGG_1_026029,Syncerus antiquus,NBC,Nelson Bay Cave,SCR_150,seq_reads_pairs,,,6462715,No,Long-horned buffalo
PoolScreen_12,PaA027,CGG_1_026030,Syncerus antiquus,NBC,Nelson Bay Cave,SCR_157,seq_reads_pairs,,,5617124,No,Long-horned buffalo
PoolScreen_12,PaA028,CGG_1_026031,Syncerus antiquus,NBC,Nelson Bay Cave,SCR_151,seq_reads_pairs,,,6149700,No,Long-horned buffalo
PoolScreen_12,PaA033,CGG_1_026036,Syncerus antiquus,KRM,Klasies River Mouth,SCR_141,seq_reads_pairs,,,5757575,No,Long-horned buffalo
PoolScreen_05,PcA001,CGG_1_024845,Pelea capreolus,KRM,Klasies River Mouth,SCR_059,seq_reads_pairs,,,3382339,No,Grey rhebok
PoolScreen_05,PcA002,CGG_1_024846,Pelea capreolus,KRM,Klasies River Mouth,SCR_060,seq_reads_pairs,,,5825349,Yes,Grey rhebok
PoolScreen_03,PcA003,CGG_1_024847,Pelea capreolus,KRM,Klasies River Mouth,SCR_042,seq_reads_pairs,,,6400437,Yes,Grey rhebok
PoolScreen_03,PcA004,CGG_1_024848,Pelea capreolus,KRM,Klasies River Mouth,SCR_043,seq_reads_pairs,,,1843961,No,Grey rhebok
PoolScreen_04,PcA005,CGG_1_024849,Pelea capreolus,KRM,Klasies River Mouth,PcA005_combined,seq_reads_pairs,,,17211015,No,Grey rhebok
PoolScreen_03,PcA006,CGG_1_024850,Pelea capreolus,BPA,Boomplaas Cave,SCR_044,seq_reads_pairs,,,1437747,No,Grey rhebok
PoolScreen_03,PcA007,CGG_1_024851,Pelea capreolus,BPA,Boomplaas Cave,SCR_045,seq_reads_pairs,,,2175803,No,Grey rhebok
PoolScreen_03,PcA008,CGG_1_024852,Pelea capreolus,BPA,Boomplaas Cave,SCR_046,seq_reads_pairs,,,1811200,No,Grey rhebok
PoolScreen_03,PcA009,CGG_1_024853,Pelea capreolus,BPA,Boomplaas Cave,SCR_047,seq_reads_pairs,,,4862297,No,Grey rhebok
PoolScreen_12,PcA010,CGG_1_025779,Pelea capreolus,NBC,Nelson Bay Cave,SCR_125,seq_reads_pairs,,,5655337,Yes,Grey rhebok
PoolScreen_12,PcA011,CGG_1_025780,Pelea capreolus,NBC,Nelson Bay Cave,SCR_126,seq_reads_pairs,,,5228895,No,Grey rhebok
PoolScreen_12,PcA012,CGG_1_025781,Pelea capreolus,NBC,Nelson Bay Cave,SCR_127,seq_reads_pairs,,,5488511,Yes,Grey rhebok
PoolScreen_12,PcA013,CGG_1_025782,Pelea capreolus,NBC,Nelson Bay Cave,SCR_128,seq_reads_pairs,,,5231133,No,Grey rhebok
PoolScreen_12,PcA014,CGG_1_025783,Pelea capreolus,NBC,Nelson Bay Cave,SCR_129,seq_reads_pairs,,,6071636,No,Grey rhebok
PoolScreen_12,PcA015,CGG_1_025784,Pelea capreolus,NBC,Nelson Bay Cave,SCR_130,seq_reads_pairs,,,5939385,Yes,Grey rhebok
PoolScreen_12,PcA016,CGG_1_025785,Pelea capreolus,NBC,Nelson Bay Cave,SCR_131,seq_reads_pairs,,,5456277,Yes,Grey rhebok
PoolScreen_12,PcA017,CGG_1_025786,Pelea capreolus,NBC,Nelson Bay Cave,SCR_132,seq_reads_pairs,,,4395002,Yes,Grey rhebok
PoolScreen_12,PcA018,CGG_1_025787,Pelea capreolus,NBC,Nelson Bay Cave,SCR_158,seq_reads_pairs,,,5659503,Yes,Grey rhebok
PoolScreen_12,PcA019,CGG_1_025788,Pelea capreolus,NBC,Nelson Bay Cave,SCR_159,seq_reads_pairs,,,5905232,No,Grey rhebok
PoolScreen_12,PcA020,CGG_1_025789,Pelea capreolus,NBC,Nelson Bay Cave,SCR_133,seq_reads_pairs,,,5723890,No,Grey rhebok
PoolScreen_12,PcA021,CGG_1_025790,Pelea capreolus,NBC,Nelson Bay Cave,SCR_160,seq_reads_pairs,,,6402980,No,Grey rhebok
PoolScreen_12,PcA022,CGG_1_025791,Pelea capreolus,NBC,Nelson Bay Cave,SCR_161,seq_reads_pairs,,,5648002,No,Grey rhebok
PoolScreen_12,PcA023,CGG_1_025792,Pelea capreolus,NBC,Nelson Bay Cave,SCR_162,seq_reads_pairs,,,4724679,No,Grey rhebok
PoolScreen_12,PcA024,CGG_1_025793,Pelea capreolus,NBC,Nelson Bay Cave,SCR_163,seq_reads_pairs,,,5407302,No,Grey rhebok
PoolScreen_12,PcA025,CGG_1_025794,Pelea capreolus,NBC,Nelson Bay Cave,SCR_164,seq_reads_pairs,,,5839762,No,Grey rhebok
PoolScreen_12,PcA026,CGG_1_025795,Pelea capreolus,NBC,Nelson Bay Cave,SCR_165,seq_reads_pairs,,,5615976,Yes,Grey rhebok
PoolScreen_01,PS01_NC,,Negative control,NC,Negative Control,SCR_010,seq_reads_pairs,,,2755480,,
PoolScreen_02,PS02_LNC,,Negative control,NC,Negative Control,SCR_041,seq_reads_pairs,,,310053,,
PoolScreen_02,PS02_NC,,Negative control,NC,Negative Control,SCR_027,seq_reads_pairs,,,266045,,
PoolScreen_03,PS03_LNC,,Negative control,NC,Negative Control,SCR_052,seq_reads_pairs,,,133736,,
PoolScreen_03,PS03_NC,,Negative control,NC,Negative Control,SCR_049,seq_reads_pairs,,,104450,,
PoolScreen_04,PS04_LNC,,Negative control,NC,Negative Control,BEST_021,seq_reads_pairs,,,64088,,
PoolScreen_04,PS04_NC,,Negative control,NC,Negative Control,BEST_020,seq_reads_pairs,,,101388,,
PoolScreen_05,PS05_NC,,Negative control,NC,Negative Control,SCR_061,seq_reads_pairs,,,1034272,,
PoolScreen_06,PS06_NC01,,Negative control,NC,Negative Control,SCR_069,seq_reads_pairs,,,308153,,
PoolScreen_06,PS06_NC02,,Negative control,NC,Negative Control,SCR_079,seq_reads_pairs,,,327173,,
PoolScreen_12,PS12_NC01,,Negative control,NC,Negative Control,SCR_148,seq_reads_pairs,,,189988,,
PoolScreen_12,PS12_NC02,,Negative control,NC,Negative Control,SCR_196,seq_reads_pairs,,,26838,,
PoolScreen_03,RmA001,CGG_1_024867,Raphicerus melanotis,NBC,Nelson Bay Cave,SCR_048,seq_reads_pairs,,,5622663,Yes,Cape grysbok
PoolScreen_06,RmA002,CGG_1_024868,Raphicerus melanotis,NBC,Nelson Bay Cave,SCR_078,seq_reads_pairs,,,6584631,Yes,Cape grysbok
PoolScreen_06,RmA003,CGG_1_024869,Raphicerus melanotis,NBC,Nelson Bay Cave,SCR_080,seq_reads_pairs,,,7060890,Yes,Cape grysbok
PoolScreen_06,RmA004,CGG_1_024870,Raphicerus melanotis,NBC,Nelson Bay Cave,SCR_081,seq_reads_pairs,,,5726558,Yes,Cape grysbok
PoolScreen_06,RmA005,CGG_1_024871,Raphicerus melanotis,NBC,Nelson Bay Cave,SCR_082,seq_reads_pairs,,,7123261,Yes,Cape grysbok
PoolScreen_06,RmA006,CGG_1_024872,Raphicerus melanotis,NBC,Nelson Bay Cave,SCR_083,seq_reads_pairs,,,7243372,Yes,Cape grysbok
PoolScreen_06,RmA007,CGG_1_024873,Raphicerus melanotis,NBC,Nelson Bay Cave,SCR_084,seq_reads_pairs,,,6884143,Yes,Cape grysbok
PoolScreen_06,RmA008,CGG_1_024874,Raphicerus melanotis,NBC,Nelson Bay Cave,SCR_085,seq_reads_pairs,,,9283286,Yes,Cape grysbok
PoolScreen_06,RmA009,CGG_1_024875,Raphicerus melanotis,NBC,Nelson Bay Cave,SCR_086,seq_reads_pairs,,,7131286,Yes,Cape grysbok
PoolScreen_12,RmA030,CGG_1_025879,Raphicerus melanotis,NBC,Nelson Bay Cave,SCR_134,seq_reads_pairs,,,6262060,Yes,Cape grysbok
PoolScreen_12,RmA031,CGG_1_025880,Raphicerus melanotis,NBC,Nelson Bay Cave,SCR_185,seq_reads_pairs,,,5631414,Yes,Cape grysbok
PoolScreen_12,RmA032,CGG_1_025881,Raphicerus melanotis,NBC,Nelson Bay Cave,SCR_186,seq_reads_pairs,,,6506763,Yes,Cape grysbok
PoolScreen_12,RmA033,CGG_1_025882,Raphicerus melanotis,NBC,Nelson Bay Cave,SCR_187,seq_reads_pairs,,,5929508,No,Cape grysbok
PoolScreen_12,RmA034,CGG_1_025883,Raphicerus melanotis,NBC,Nelson Bay Cave,SCR_188,seq_reads_pairs,,,5572151,Yes,Cape grysbok
PoolScreen_12,RmA035,CGG_1_025884,Raphicerus melanotis,NBC,Nelson Bay Cave,SCR_173,seq_reads_pairs,,,5410796,Yes,Cape grysbok
PoolScreen_12,RmA036,CGG_1_025885,Raphicerus melanotis,NBC,Nelson Bay Cave,SCR_174,seq_reads_pairs,,,5603758,Yes,Cape grysbok
PoolScreen_12,RmA037,CGG_1_025886,Raphicerus melanotis,NBC,Nelson Bay Cave,SCR_175,seq_reads_pairs,,,5873329,Yes,Cape grysbok
PoolScreen_12,RmA038,CGG_1_025887,Raphicerus melanotis,NBC,Nelson Bay Cave,SCR_189,seq_reads_pairs,,,5460897,Yes,Cape grysbok
PoolScreen_12,RmA039,CGG_1_025888,Raphicerus melanotis,NBC,Nelson Bay Cave,SCR_190,seq_reads_pairs,,,6168498,No,Cape grysbok
PoolScreen_12,RmA040,CGG_1_025889,Raphicerus melanotis,NBC,Nelson Bay Cave,SCR_135,seq_reads_pairs,,,5977745,Yes,Cape grysbok
PoolScreen_12,RmA041,CGG_1_025890,Raphicerus melanotis,NBC,Nelson Bay Cave,SCR_136,seq_reads_pairs,,,5789512,Yes,Cape grysbok
PoolScreen_12,RmA042,CGG_1_025891,Raphicerus melanotis,NBC,Nelson Bay Cave,SCR_137,seq_reads_pairs,,,5780014,Yes,Cape grysbok
PoolScreen_12,RmA043,CGG_1_025892,Raphicerus melanotis,NBC,Nelson Bay Cave,SCR_138,seq_reads_pairs,,,6186605,Yes,Cape grysbok
PoolScreen_12,RmA051,CGG_1_025900,Raphicerus melanotis,NBC,Nelson Bay Cave,SCR_177,seq_reads_pairs,,,5840421,No,Cape grysbok
PoolScreen_12,RmA052,CGG_1_025901,Raphicerus melanotis,NBC,Nelson Bay Cave,SCR_178,seq_reads_pairs,,,5361248,No,Cape grysbok
PoolScreen_12,RmA056,CGG_1_025905,Raphicerus melanotis,NBC,Nelson Bay Cave,SCR_179,seq_reads_pairs,,,5111368,Yes,Cape grysbok
PoolScreen_12,RmA059,CGG_1_025908,Raphicerus melanotis,NBC,Nelson Bay Cave,SCR_180,seq_reads_pairs,,,6221999,No,Cape grysbok
PoolScreen_12,RmA060,CGG_1_025909,Raphicerus melanotis,NBC,Nelson Bay Cave,SCR_181,seq_reads_pairs,,,5108799,No,Cape grysbok
PoolScreen_06,RxA001,CGG_1_024876,Redunca sp.,BPA,Boomplaas Cave,SCR_070,seq_reads_pairs,,,8864892,No,Reedbuck
PoolScreen_06,RxA002,CGG_1_024877,Redunca sp.,BPA,Boomplaas Cave,SCR_071,seq_reads_pairs,,,4793822,Yes,Reedbuck
PoolScreen_06,RxA003,CGG_1_024878,Redunca sp.,BPA,Boomplaas Cave,SCR_072,seq_reads_pairs,,,5977378,No,Reedbuck
PoolScreen_05,RxA004,CGG_1_024879,Redunca sp.,BPA,Boomplaas Cave,SCR_057,seq_reads_pairs,,,4528949,No,Reedbuck
PoolScreen_05,RxA005,CGG_1_024880,Redunca sp.,KRM,Klasies River Mouth,SCR_058,seq_reads_pairs,,,3063134,No,Reedbuck
PoolScreen_06,RxA006,CGG_1_024881,Redunca sp.,BPA,Boomplaas Cave,SCR_073,seq_reads_pairs,,,5868631,No,Reedbuck
PoolScreen_04,RxA007,CGG_1_024882,Redunca sp.,BPA,Boomplaas Cave,RxA007_combined,seq_reads_pairs,,,25998939,Yes,Grey rhebok
PoolScreen_06,RxA008,CGG_1_024883,Redunca sp.,BPA,Boomplaas Cave,SCR_077,seq_reads_pairs,,,8153187,Yes,Reedbuck
PoolScreen_06,RxA009,CGG_1_024884,Redunca sp.,BPA,Boomplaas Cave,SCR_074,seq_reads_pairs,,,5810670,Yes,Grey rhebok
PoolScreen_12,RxA017,CGG_1_025837,Redunca sp.,NBC,Nelson Bay Cave,SCR_176,seq_reads_pairs,,,4562634,No,Reedbuck
PoolScreen_12,RxA020,CGG_1_025840,Redunca sp.,BNK1,Byneskranskop 1,SCR_210,seq_reads_pairs,,,6212137,No,Reedbuck
PoolScreen_12,RxA021,CGG_1_025841,Redunca sp.,BNK1,Byneskranskop 1,SCR_194,seq_reads_pairs,,,2598393,No,Reedbuck
PoolScreen_02,ScA001,CGG_1_024885,Syncerus caffer,DK1,Die Kelders Cave 1,SCR_012,seq_reads_pairs,,,4501885,Yes,Cape buffalo
PoolScreen_02,ScA002,CGG_1_024886,Syncerus caffer,DK1,Die Kelders Cave 1,SCR_013,seq_reads_pairs,,,4663418,Yes,Cape buffalo
PoolScreen_02,ScA003,CGG_1_024887,Syncerus caffer,DK1,Die Kelders Cave 1,SCR_021,seq_reads_pairs,,,3734012,Yes,Cape buffalo
PoolScreen_06,ScA004,CGG_1_024888,Syncerus caffer,DK1,Die Kelders Cave 1,SCR_076,seq_reads_pairs,,,6397574,Yes,Cape buffalo
PoolScreen_04,ScA005,CGG_1_024889,Syncerus caffer,DK1,Die Kelders Cave 1,ScA005_combined,seq_reads_pairs,,,18603030,Yes,Cape buffalo
PoolScreen_02,ScA006,CGG_1_024890,Syncerus caffer,DK1,Die Kelders Cave 1,SCR_022,seq_reads_pairs,,,4001683,Yes,Cape buffalo
PoolScreen_06,ScA007,CGG_1_024891,Syncerus caffer,BPA,Boomplaas Cave,SCR_065,seq_reads_pairs,,,4571706,No,Cape buffalo
PoolScreen_06,ScA008,CGG_1_024892,Syncerus caffer,BPA,Boomplaas Cave,SCR_066,seq_reads_pairs,,,4074732,No,Cape buffalo
PoolScreen_04,ScA009,CGG_1_024893,Syncerus caffer,BPA,Boomplaas Cave,ScA009_combined,seq_reads_pairs,,,17835064,No,Cape buffalo
PoolScreen_12,ScA012,CGG_1_025960,Syncerus caffer,NBC,Nelson Bay Cave,SCR_191,seq_reads_pairs,,,5337661,Yes,Cape buffalo
PoolScreen_12,ScA025,CGG_1_025973,Syncerus caffer,NBC,Nelson Bay Cave,SCR_182,seq_reads_pairs,,,6276202,Yes,Cape buffalo
PoolScreen_12,ScA026,CGG_1_025974,Syncerus caffer,NBC,Nelson Bay Cave,SCR_183,seq_reads_pairs,,,6232074,No,Cape buffalo
PoolScreen_12,ScA027,CGG_1_025975,Syncerus caffer,NBC,Nelson Bay Cave,SCR_184,seq_reads_pairs,,,4895882,No,Cape buffalo
PoolScreen_12,ScA028,CGG_1_025976,Syncerus caffer,NBC,Nelson Bay Cave,SCR_195,seq_reads_pairs,,,6274560,Yes,Cape buffalo
PoolScreen_12,ScA029,CGG_1_025977,Syncerus caffer,NBC,Nelson Bay Cave,SCR_193,seq_reads_pairs,,,5693267,Yes,Cape buffalo
PoolScreen_12,ScA030,CGG_1_025978,Syncerus caffer,NBC,Nelson Bay Cave,SCR_197,seq_reads_pairs,,,4952823,Yes,Cape buffalo
PoolScreen_12,ScA031,CGG_1_025979,Syncerus caffer,NBC,Nelson Bay Cave,SCR_198,seq_reads_pairs,,,5813495,Yes,Cape buffalo
PoolScreen_12,ScA032,CGG_1_025980,Syncerus caffer,NBC,Nelson Bay Cave,SCR_192,seq_reads_pairs,,,5150116,Yes,Cape buffalo
PoolScreen_12,ScA033,CGG_1_025981,Syncerus caffer,NBC,Nelson Bay Cave,SCR_202,seq_reads_pairs,,,6440338,Yes,Cape buffalo
PoolScreen_12,ScA034,CGG_1_025982,Syncerus caffer,NBC,Nelson Bay Cave,SCR_199,seq_reads_pairs,,,4713303,Yes,Cape buffalo
PoolScreen_12,ScA035,CGG_1_025983,Syncerus caffer,NBC,Nelson Bay Cave,SCR_203,seq_reads_pairs,,,5372361,No,Cape buffalo
PoolScreen_12,ScA036,CGG_1_025984,Syncerus caffer,NBC,Nelson Bay Cave,SCR_204,seq_reads_pairs,,,5023652,No,Cape buffalo
PoolScreen_12,ScA037,CGG_1_025985,Syncerus caffer,NBC,Nelson Bay Cave,SCR_205,seq_reads_pairs,,,5458123,No,Cape buffalo
PoolScreen_12,ScA038,CGG_1_025986,Syncerus caffer,NBC,Nelson Bay Cave,SCR_206,seq_reads_pairs,,,5430663,No,Cape buffalo
PoolScreen_12,ScA039,CGG_1_025987,Syncerus caffer,NBC,Nelson Bay Cave,SCR_207,seq_reads_pairs,,,4903863,Yes,Cape buffalo
PoolScreen_12,ScA040,CGG_1_025988,Syncerus caffer,NBC,Nelson Bay Cave,SCR_216,seq_reads_pairs,,,5439823,Yes,Cape buffalo
PoolScreen_12,ScA041,CGG_1_025989,Syncerus caffer,BNK1,Byneskranskop 1,SCR_139,seq_reads_pairs,,,6782424,Yes,Cape buffalo
PoolScreen_12,ScA042,CGG_1_025990,Syncerus caffer,BNK1,Byneskranskop 1,SCR_140,seq_reads_pairs,,,5439406,Yes,Cape buffalo
PoolScreen_12,ScA043,CGG_1_025991,Syncerus caffer,BNK1,Byneskranskop 1,SCR_209,seq_reads_pairs,,,5334495,Yes,Cape buffalo
PoolScreen_12,ScA044,CGG_1_025992,Syncerus caffer,BNK1,Byneskranskop 1,SCR_217,seq_reads_pairs,,,5426488,Yes,Cape buffalo
PoolScreen_12,ScA045,CGG_1_025993,Syncerus caffer,BNK1,Byneskranskop 1,SCR_201,seq_reads_pairs,,,6396137,Yes,Cape buffalo
PoolScreen_12,ScA046,CGG_1_025994,Syncerus caffer,BNK1,Byneskranskop 1,SCR_200,seq_reads_pairs,,,2726106,No,Cape buffalo
PoolScreen_12,ScA047,CGG_1_025995,Syncerus caffer,BNK1,Byneskranskop 1,SCR_218,seq_reads_pairs,,,5970186,Yes,Cape buffalo
PoolScreen_12,ScA048,CGG_1_025996,Syncerus caffer,BNK1,Byneskranskop 1,SCR_208,seq_reads_pairs,,,5856990,No,Cape buffalo
PoolScreen_02,ToA001,CGG_1_024894,Tragelaphus oryx,BPA,Boomplaas Cave,SCR_017,seq_reads_pairs,,,7185265,No,Common eland
PoolScreen_02,ToA002,CGG_1_024895,Tragelaphus oryx,BPA,Boomplaas Cave,SCR_018,seq_reads_pairs,,,4751390,No,Common eland
PoolScreen_05,ToA003,CGG_1_024896,Tragelaphus oryx,EBC,Elands Bay Cave,SCR_055,seq_reads_pairs,,,4104766,No,Common eland
PoolScreen_05,ToA004,CGG_1_024897,Tragelaphus oryx,EBC,Elands Bay Cave,SCR_056,seq_reads_pairs,,,3981678,No,Common eland
PoolScreen_06,ToA005,CGG_1_024898,Tragelaphus oryx,EBC,Elands Bay Cave,SCR_067,seq_reads_pairs,,,3586062,No,Common eland
PoolScreen_06,ToA006,CGG_1_024899,Tragelaphus oryx,EBC,Elands Bay Cave,SCR_068,seq_reads_pairs,,,5937034,No,Common eland
PoolScreen_02,ToA007,CGG_1_024900,Tragelaphus oryx,BPA,Boomplaas Cave,SCR_019,seq_reads_pairs,,,2010856,No,Common eland
PoolScreen_04,ToA008,CGG_1_024901,Tragelaphus oryx,DK1,Die Kelders Cave 1,ToA008_combined,seq_reads_pairs,,,14236045,No,Common eland
PoolScreen_02,ToA009,CGG_1_024902,Tragelaphus oryx,DK1,Die Kelders Cave 1,SCR_020,seq_reads_pairs,,,4254521,No,Common eland
PoolScreen_12,ToA028,CGG_1_025931,Tragelaphus oryx,NBC,Nelson Bay Cave,SCR_166,seq_reads_pairs,,,5444681,Yes,Common eland
PoolScreen_12,ToA029,CGG_1_025932,Tragelaphus oryx,NBC,Nelson Bay Cave,SCR_167,seq_reads_pairs,,,5455641,Yes,Common eland
PoolScreen_12,ToA030,CGG_1_025933,Tragelaphus oryx,NBC,Nelson Bay Cave,SCR_168,seq_reads_pairs,,,5374750,Yes,Common eland
PoolScreen_12,ToA031,CGG_1_025934,Tragelaphus oryx,EBC,Elands Bay Cave,SCR_169,seq_reads_pairs,,,6176799,Yes,Common eland
PoolScreen_12,ToA032,CGG_1_025935,Tragelaphus oryx,EBC,Elands Bay Cave,SCR_170,seq_reads_pairs,,,2075015,No,Common eland
PoolScreen_12,ToA034,CGG_1_025937,Tragelaphus oryx,KRM,Klasies River Mouth,SCR_211,seq_reads_pairs,,,2078893,No,Common eland
PoolScreen_12,ToA035,CGG_1_025938,Tragelaphus oryx,KRM,Klasies River Mouth,SCR_212,seq_reads_pairs,,,7836291,No,Common eland
PoolScreen_12,ToA036,CGG_1_025939,Tragelaphus oryx,KRM,Klasies River Mouth,SCR_213,seq_reads_pairs,,,5531870,No,Common eland
PoolScreen_12,ToA037,CGG_1_025940,Tragelaphus oryx,KRM,Klasies River Mouth,SCR_214,seq_reads_pairs,,,5939494,No,Common eland
PoolScreen_12,ToA038,CGG_1_025941,Tragelaphus oryx,KRM,Klasies River Mouth,SCR_215,seq_reads_pairs,,,2360553,No,Common eland
PoolScreen_02,PaA001,CGG_1_024854,Syncerus antiquus,BPA,Boomplaas Cave,SCR_023,seq_trash_pe_1,,,672870,No,Long-horned buffalo
PoolScreen_06,PaA002,CGG_1_024855,Syncerus antiquus,BPA,Boomplaas Cave,SCR_063,seq_trash_pe_1,,,2385536,No,Long-horned buffalo
PoolScreen_02,PaA003,CGG_1_024856,Syncerus antiquus,KRM,Klasies River Mouth,SCR_014,seq_trash_pe_1,,,1283760,No,Long-horned buffalo
PoolScreen_04,PaA004,CGG_1_024857,Syncerus antiquus,KRM,Klasies River Mouth,PaA004_combined,seq_trash_pe_1,,,12573173,No,Long-horned buffalo
PoolScreen_02,PaA005,CGG_1_024858,Syncerus antiquus,KRM,Klasies River Mouth,SCR_024,seq_trash_pe_1,,,1074459,No,Long-horned buffalo
PoolScreen_02,PaA006,CGG_1_024859,Syncerus antiquus,KRM,Klasies River Mouth,SCR_025,seq_trash_pe_1,,,487196,No,Long-horned buffalo
PoolScreen_06,PaA007,CGG_1_024860,Syncerus antiquus,KRM,Klasies River Mouth,SCR_064,seq_trash_pe_1,,,1620632,No,Long-horned buffalo
PoolScreen_01,PaA008,CGG_1_024861,Syncerus antiquus,KRM,Klasies River Mouth,SCR_006,seq_trash_pe_1,,,3704171,No,Long-horned buffalo
PoolScreen_05,PaA009,CGG_1_024862,Syncerus antiquus,KRM,Klasies River Mouth,SCR_053,seq_trash_pe_1,,,1645989,No,Long-horned buffalo
PoolScreen_12,PaA014,CGG_1_026017,Syncerus antiquus,NBC,Nelson Bay Cave,SCR_142,seq_trash_pe_1,,,1171644,Yes,Long-horned buffalo
PoolScreen_12,PaA015,CGG_1_026018,Syncerus antiquus,NBC,Nelson Bay Cave,SCR_143,seq_trash_pe_1,,,743350,Yes,Long-horned buffalo
PoolScreen_12,PaA016,CGG_1_026019,Syncerus antiquus,NBC,Nelson Bay Cave,SCR_152,seq_trash_pe_1,,,1508348,No,Long-horned buffalo
PoolScreen_12,PaA017,CGG_1_026020,Syncerus antiquus,NBC,Nelson Bay Cave,SCR_145,seq_trash_pe_1,,,980910,No,Long-horned buffalo
PoolScreen_12,PaA018,CGG_1_026021,Syncerus antiquus,NBC,Nelson Bay Cave,SCR_153,seq_trash_pe_1,,,1269382,Yes,Long-horned buffalo
PoolScreen_12,PaA019,CGG_1_026022,Syncerus antiquus,NBC,Nelson Bay Cave,SCR_154,seq_trash_pe_1,,,1228993,No,Long-horned buffalo
PoolScreen_12,PaA020,CGG_1_026023,Syncerus antiquus,NBC,Nelson Bay Cave,SCR_146,seq_trash_pe_1,,,928841,No,Long-horned buffalo
PoolScreen_12,PaA021,CGG_1_026024,Syncerus antiquus,NBC,Nelson Bay Cave,SCR_147,seq_trash_pe_1,,,803455,No,Long-horned buffalo
PoolScreen_12,PaA022,CGG_1_026025,Syncerus antiquus,NBC,Nelson Bay Cave,SCR_144,seq_trash_pe_1,,,1114139,No,Long-horned buffalo
PoolScreen_12,PaA023,CGG_1_026026,Syncerus antiquus,NBC,Nelson Bay Cave,SCR_149,seq_trash_pe_1,,,858717,No,Long-horned buffalo
PoolScreen_12,PaA024,CGG_1_026027,Syncerus antiquus,NBC,Nelson Bay Cave,SCR_155,seq_trash_pe_1,,,1623762,No,Long-horned buffalo
