# table produced by DamageProfiler
# using mapped file PaA033.BuffaloCape_Human_nc.Target.rmdup.noMicro.bam
# Sample ID: PaA033.BuffaloCape_Human_nc.Target.rmdup.noMicro.bam
# Std: strand of reads
Std	Length	Occurrences
+	30	314
+	31	112
+	32	55
+	33	17
+	34	8
+	35	2
+	36	2
+	37	2
+	38	1
+	39	1
+	40	1
+	44	1
+	45	2
+	46	1
+	51	1
+	52	1
+	53	2
+	54	2
+	55	1
+	56	1
+	57	1
+	60	1
+	63	3
+	64	1
+	65	2
+	66	2
+	69	1
+	70	2
+	71	1
+	73	1
+	74	1
+	75	2
+	77	1
+	78	1
+	80	1
+	83	1
-	30	284
-	31	135
-	32	39
-	33	22
-	34	8
-	35	6
-	36	3
-	37	2
-	39	1
-	41	1
-	44	1
-	45	2
-	46	2
-	47	1
-	51	2
-	53	1
-	55	1
-	59	2
-	62	1
-	64	1
-	65	1
-	68	1
-	70	1
-	78	1
-	80	1
-	91	1
