# table produced by DamageProfiler
# using mapped file ToA004.ElandCommon_Human_nc.Target.rmdup.noMicro.bam
# Sample ID: ToA004.ElandCommon_Human_nc.Target.rmdup.noMicro.bam
pos	5pC>T
1	0.07317073170731707
2	0.034482758620689655
3	0.03225806451612903
4	0.02857142857142857
5	0.03125
6	0.0
7	0.0
8	0.0
9	0.05128205128205128
10	0.0
11	0.06060606060606061
12	0.02857142857142857
13	0.0
14	0.025
15	0.034482758620689655
16	0.0
17	0.0
18	0.03225806451612903
19	0.0
20	0.0
21	0.0
22	0.0
23	0.0
24	0.034482758620689655
25	0.043478260869565216
