# table produced by DamageProfiler
# using mapped file ToA031.ElandCommon_Human_nc.Target.rmdup.noMicro.bam
# Sample ID: ToA031.ElandCommon_Human_nc.Target.rmdup.noMicro.bam
pos	3pG>A
1	0.004839796606016051
2	0.006143276246834332
3	0.004408890504977047
4	0.004173543975477482
5	0.00428280237271832
6	0.003600259397571502
7	0.0033706379978850898
8	0.0034049240440020955
9	0.0033999520519582415
10	0.002827211361444727
11	0.0031574592252248328
12	0.002931659753740581
13	0.002871862325989258
14	0.002857394056620362
15	0.0029752138434950013
16	0.0029684029991864378
17	0.003289834411667946
18	0.0031905594405594404
19	0.0026533275337103086
20	0.0034968053876705233
21	0.0030919696504539277
22	0.0029261948629023516
23	0.003058438012015292
24	0.002682937383703319
25	0.0031212329946616155
