# table produced by DamageProfiler
# using mapped file RxA005.ReedbuckBh_Human_nc.Target.rmdup.noMicro.bam
# Sample ID: RxA005.ReedbuckBh_Human_nc.Target.rmdup.noMicro.bam
# Std: strand of reads
Std	Length	Occurrences
+	30	27
+	31	8
+	32	6
+	33	1
+	34	3
+	35	3
+	36	1
+	37	3
+	38	5
+	39	1
+	40	1
+	41	2
+	42	3
+	43	3
+	44	4
+	45	2
+	46	1
+	47	5
+	48	1
+	49	4
+	50	1
+	51	2
+	53	3
+	55	2
+	56	1
+	57	1
+	58	1
+	62	1
+	64	1
+	65	1
+	66	1
+	72	1
+	73	2
+	77	1
+	78	1
+	82	2
+	87	2
+	88	1
+	89	1
+	99	1
+	111	1
+	122	2
+	127	1
-	30	20
-	31	13
-	32	5
-	33	3
-	34	1
-	35	2
-	36	4
-	38	3
-	39	2
-	40	3
-	41	3
-	42	1
-	44	3
-	45	7
-	46	2
-	47	2
-	48	1
-	49	3
-	50	3
-	52	1
-	53	1
-	54	1
-	55	1
-	56	2
-	57	3
-	58	2
-	59	1
-	60	1
-	61	2
-	65	2
-	68	1
-	69	1
-	71	1
-	72	1
-	74	1
-	75	2
-	78	1
-	81	1
-	83	1
-	93	1
-	107	1
-	122	1
-	155	1
