# table produced by DamageProfiler
# using mapped file PcA023.ReedbuckBh_Human_nc.Target.rmdup.noMicro.bam
# Sample ID: PcA023.ReedbuckBh_Human_nc.Target.rmdup.noMicro.bam
# Std: strand of reads
Std	Length	Occurrences
+	30	217
+	31	110
+	32	38
+	33	25
+	34	15
+	35	14
+	36	26
+	37	23
+	38	20
+	39	23
+	40	24
+	41	18
+	42	24
+	43	16
+	44	15
+	45	10
+	46	22
+	47	13
+	48	24
+	49	15
+	50	16
+	51	13
+	52	17
+	53	13
+	54	13
+	55	15
+	56	8
+	57	14
+	58	17
+	59	18
+	60	7
+	61	10
+	62	6
+	63	6
+	64	8
+	65	2
+	66	5
+	67	16
+	68	7
+	69	9
+	70	9
+	71	7
+	72	8
+	73	5
+	74	4
+	75	6
+	76	9
+	77	8
+	79	5
+	80	3
+	81	5
+	82	4
+	83	6
+	84	5
+	85	6
+	86	3
+	87	2
+	88	2
+	89	4
+	90	2
+	91	3
-	30	222
-	31	103
-	32	49
-	33	32
-	34	23
-	35	23
-	36	26
-	37	30
-	38	13
-	39	18
-	40	21
-	41	32
-	42	26
-	43	20
-	44	15
-	45	17
-	46	20
-	47	18
-	48	15
-	49	14
-	50	16
-	51	9
-	52	13
-	53	13
-	54	15
-	55	15
-	56	9
-	57	13
-	58	13
-	59	12
-	60	4
-	61	10
-	62	10
-	63	8
-	64	5
-	65	7
-	66	7
-	67	9
-	68	7
-	69	3
-	70	5
-	71	7
-	72	7
-	73	2
-	74	4
-	75	3
-	76	7
-	77	1
-	78	1
-	79	4
-	80	3
-	81	3
-	82	6
-	83	3
-	84	1
-	85	3
-	86	4
-	87	1
-	88	1
-	89	1
