# table produced by DamageProfiler
# using mapped file RmA037.GrysbokCape_Human_nc.Target.rmdup.noMicro.bam
# Sample ID: RmA037.GrysbokCape_Human_nc.Target.rmdup.noMicro.bam
# Std: strand of reads
Std	Length	Occurrences
+	30	814
+	31	807
+	32	812
+	33	722
+	34	743
+	35	756
+	36	727
+	37	758
+	38	710
+	39	753
+	40	692
+	41	658
+	42	652
+	43	685
+	44	602
+	45	652
+	46	633
+	47	575
+	48	542
+	49	501
+	50	492
+	51	489
+	52	483
+	53	419
+	54	477
+	55	417
+	56	376
+	57	378
+	58	383
+	59	347
+	60	347
+	61	363
+	62	327
+	63	301
+	64	279
+	65	274
+	66	254
+	67	247
+	68	222
+	69	231
+	70	228
+	71	211
+	72	197
+	73	180
+	74	191
+	75	175
+	76	159
+	77	161
+	78	152
+	79	147
+	80	147
+	81	120
+	82	145
+	83	138
+	84	139
+	85	113
+	86	108
+	87	87
+	88	82
+	89	112
+	90	86
+	91	75
-	30	795
-	31	760
-	32	733
-	33	761
-	34	772
-	35	755
-	36	762
-	37	736
-	38	737
-	39	683
-	40	718
-	41	701
-	42	693
-	43	680
-	44	601
-	45	630
-	46	545
-	47	595
-	48	546
-	49	552
-	50	514
-	51	508
-	52	487
-	53	430
-	54	410
-	55	420
-	56	385
-	57	374
-	58	327
-	59	355
-	60	341
-	61	338
-	62	298
-	63	307
-	64	296
-	65	269
-	66	266
-	67	267
-	68	235
-	69	249
-	70	251
-	71	226
-	72	195
-	73	205
-	74	182
-	75	175
-	76	153
-	77	174
-	78	164
-	79	129
-	80	146
-	81	148
-	82	147
-	83	111
-	84	128
-	85	106
-	86	110
-	87	106
-	88	104
-	89	103
-	90	72
-	91	86
