# table produced by DamageProfiler
# using mapped file ScA044.BuffaloCape_Human_nc.Target.rmdup.noMicro.bam
# Sample ID: ScA044.BuffaloCape_Human_nc.Target.rmdup.noMicro.bam
pos	3pG>A
1	0.012392755004766444
2	0.006575342465753425
3	0.005128205128205128
4	0.004532442748091603
5	0.0038928326081978477
6	0.003985828166519044
7	0.0032523850823937554
8	0.002726510067114094
9	0.0033333333333333335
10	0.00440251572327044
11	0.0032935364347468094
12	0.004923076923076923
13	0.003829787234042553
14	0.0041211621677313005
15	0.0031289111389236545
16	0.004729590787579683
17	0.0037437603993344427
18	0.003355704697986577
19	0.0031178549158179174
20	0.0027507405840033854
21	0.005615550755939525
22	0.0037910699241786015
23	0.002807862013638187
24	0.003932119205298013
25	0.0026982150269821504
