# table produced by DamageProfiler
# using mapped file ScA025.BuffaloCape_Human_nc.Target.rmdup.noMicro.bam
# Sample ID: ScA025.BuffaloCape_Human_nc.Target.rmdup.noMicro.bam
pos	3pG>A
1	0.013468013468013467
2	0.015806988352745424
3	0.009737827715355805
4	0.008438818565400843
5	0.006891798759476223
6	0.006068779501011463
7	0.003399048266485384
8	0.005936675461741424
9	0.004765146358066712
10	0.005294506949040371
11	0.0032808398950131233
12	0.0045632333767926985
13	0.00337609723160027
14	0.00733822548365577
15	0.004
16	0.004024144869215292
17	0.0013477088948787063
18	0.006224066390041493
19	0.004654255319148936
20	0.001973684210526316
21	0.0045662100456621
22	0.005092297899427116
23	0.003931847968545216
24	0.009589041095890411
25	0.007518796992481203
