# table produced by DamageProfiler
# using mapped file ScA025.BuffaloCape_Human_nc.Target.rmdup.noMicro.bam
# Sample ID: ScA025.BuffaloCape_Human_nc.Target.rmdup.noMicro.bam
# Std: strand of reads
Std	Length	Occurrences
+	30	340
+	31	237
+	32	211
+	33	153
+	34	181
+	35	173
+	36	169
+	37	133
+	38	164
+	39	155
+	40	157
+	41	133
+	42	152
+	43	134
+	44	138
+	45	128
+	46	116
+	47	130
+	48	104
+	49	85
+	50	103
+	51	69
+	52	77
+	53	71
+	54	62
+	55	67
+	56	49
+	57	43
+	58	61
+	59	44
+	60	38
+	61	31
+	62	36
+	63	29
+	64	36
+	65	24
+	66	27
+	67	25
+	68	21
+	69	18
+	70	22
+	71	13
+	72	13
+	73	7
+	74	17
+	75	15
+	76	12
+	77	13
+	78	11
+	79	7
+	80	6
+	81	2
+	82	4
+	83	9
+	84	6
+	85	8
+	86	2
+	87	5
+	88	5
+	89	4
+	90	4
+	91	2
-	30	306
-	31	243
-	32	196
-	33	184
-	34	180
-	35	182
-	36	168
-	37	163
-	38	187
-	39	164
-	40	157
-	41	142
-	42	136
-	43	153
-	44	126
-	45	105
-	46	117
-	47	103
-	48	95
-	49	95
-	50	85
-	51	97
-	52	81
-	53	84
-	54	57
-	55	54
-	56	70
-	57	59
-	58	46
-	59	50
-	60	46
-	61	43
-	62	38
-	63	25
-	64	26
-	65	28
-	66	24
-	67	22
-	68	23
-	69	21
-	70	16
-	71	13
-	72	13
-	73	8
-	74	15
-	75	14
-	76	18
-	77	9
-	78	14
-	79	7
-	80	10
-	81	1
-	82	7
-	83	3
-	84	15
-	85	3
-	86	7
-	87	3
-	88	3
-	89	6
-	90	3
-	91	10
