# table produced by DamageProfiler
# using mapped file PcA002.ReedbuckBh_Human_nc.Target.rmdup.noMicro.bam
# Sample ID: PcA002.ReedbuckBh_Human_nc.Target.rmdup.noMicro.bam
# Std: strand of reads
Std	Length	Occurrences
+	30	538
+	31	272
+	32	188
+	33	165
+	34	151
+	35	140
+	36	124
+	37	130
+	38	118
+	39	111
+	40	145
+	41	125
+	42	101
+	43	109
+	44	99
+	45	92
+	46	86
+	47	101
+	48	106
+	49	102
+	50	79
+	51	74
+	52	82
+	53	77
+	54	81
+	55	56
+	56	59
+	57	64
+	58	48
+	59	54
+	60	50
+	61	49
+	62	31
+	63	36
+	64	34
+	65	30
+	66	32
+	67	31
+	68	28
+	69	31
+	70	25
+	71	24
+	72	21
+	73	22
+	74	30
+	75	20
+	76	14
+	77	17
+	78	17
+	79	11
+	80	19
+	81	16
+	82	8
+	83	8
+	84	11
+	85	10
+	86	7
+	87	8
+	88	3
+	89	4
+	90	2
+	91	1
+	92	6
+	93	5
+	94	3
+	95	3
+	96	2
+	97	3
+	98	4
+	99	6
+	100	5
+	101	3
+	102	4
+	103	2
+	104	3
+	105	1
+	107	4
+	108	2
+	109	3
+	110	2
+	112	2
+	113	1
+	114	2
+	116	4
+	117	1
+	118	2
+	120	1
+	121	1
+	124	1
+	127	1
+	130	1
+	131	1
+	132	1
+	133	1
+	142	1
+	188	1
-	30	528
-	31	299
-	32	208
-	33	150
-	34	157
-	35	128
-	36	133
-	37	124
-	38	128
-	39	110
-	40	118
-	41	117
-	42	124
-	43	113
-	44	92
-	45	92
-	46	98
-	47	88
-	48	81
-	49	89
-	50	86
-	51	64
-	52	76
-	53	77
-	54	66
-	55	68
-	56	65
-	57	53
-	58	45
-	59	58
-	60	47
-	61	53
-	62	50
-	63	34
-	64	41
-	65	33
-	66	31
-	67	31
-	68	31
-	69	27
-	70	22
-	71	26
-	72	18
-	73	24
-	74	16
-	75	14
-	76	11
-	77	16
-	78	17
-	79	7
-	80	7
-	81	12
-	82	8
-	83	11
-	84	3
-	85	13
-	86	4
-	87	6
-	88	6
-	89	7
-	90	6
-	91	6
-	92	5
-	93	3
-	94	3
-	95	5
-	96	4
-	97	3
-	98	6
-	99	2
-	100	2
-	101	2
-	102	5
-	103	2
-	104	1
-	105	1
-	106	1
-	107	1
-	108	2
-	111	3
-	112	2
-	113	2
-	115	1
-	116	1
-	118	1
-	120	1
-	129	1
-	130	2
-	132	1
-	148	1
-	200	1
