# table produced by DamageProfiler
# using mapped file PcA002.ReedbuckBh_Human_nc.Target.rmdup.noMicro.bam
# Sample ID: PcA002.ReedbuckBh_Human_nc.Target.rmdup.noMicro.bam
pos	5pC>T
1	0.06135321100917431
2	0.03248862897985705
3	0.026869158878504672
4	0.020833333333333332
5	0.014459224985540775
6	0.017079889807162536
7	0.02097902097902098
8	0.01756587202007528
9	0.024
10	0.014563106796116505
11	0.01594114040465972
12	0.015834348355663823
13	0.015891701000588582
14	0.021078735275883446
15	0.015151515151515152
16	0.01880141010575793
17	0.016265060240963854
18	0.013458162668227034
19	0.02026221692491061
20	0.014814814814814815
21	0.01768292682926829
22	0.01920768307322929
23	0.017083587553386213
24	0.018983466013472138
25	0.022795440911817635
