# table produced by DamageProfiler
# using mapped file PcA002.ReedbuckBh_Human_nc.Target.rmdup.noMicro.bam
# Sample ID: PcA002.ReedbuckBh_Human_nc.Target.rmdup.noMicro.bam
pos	3pG>A
1	0.03768318213538032
2	0.0348122866894198
3	0.021301775147928994
4	0.023215322112594312
5	0.022877784467188442
6	0.018604651162790697
7	0.02835538752362949
8	0.02289156626506024
9	0.015812776723592662
10	0.0254816656308266
11	0.020552344251766216
12	0.017209588199139522
13	0.019362898188632106
14	0.02332535885167464
15	0.023168440826549782
16	0.017857142857142856
17	0.017490952955367914
18	0.01773274224192527
19	0.0225705329153605
20	0.02442002442002442
21	0.022082018927444796
22	0.023764853033145718
23	0.016896120150187734
24	0.014348097317529632
25	0.012360939431396786
