# table produced by DamageProfiler
# using mapped file PcA022.ReedbuckBh_Human_nc.Target.rmdup.noMicro.bam
# Sample ID: PcA022.ReedbuckBh_Human_nc.Target.rmdup.noMicro.bam
pos	5pC>T
1	0.06779661016949153
2	0.05080213903743316
3	0.02158273381294964
4	0.03299492385786802
5	0.020253164556962026
6	0.017369727047146403
7	0.018469656992084433
8	0.026737967914438502
9	0.02588235294117647
10	0.028639618138424822
11	0.024752475247524754
12	0.029055690072639227
13	0.017543859649122806
14	0.013054830287206266
15	0.02669902912621359
16	0.015345268542199489
17	0.021052631578947368
18	0.04028436018957346
19	0.014457831325301205
20	0.012195121951219513
21	0.02072538860103627
22	0.02512562814070352
23	0.02
24	0.011682242990654205
25	0.019444444444444445
