# table produced by DamageProfiler
# using mapped file PcA022.ReedbuckBh_Human_nc.Target.rmdup.noMicro.bam
# Sample ID: PcA022.ReedbuckBh_Human_nc.Target.rmdup.noMicro.bam
pos	3pG>A
1	0.04979253112033195
2	0.0364963503649635
3	0.033846153846153845
4	0.025936599423631124
5	0.02849002849002849
6	0.029490616621983913
7	0.010958904109589041
8	0.01907356948228883
9	0.036939313984168866
10	0.010638297872340425
11	0.02127659574468085
12	0.02030456852791878
13	0.02925531914893617
14	0.019704433497536946
15	0.021447721179624665
16	0.0339943342776204
17	0.020460358056265986
18	0.012285012285012284
19	0.02997275204359673
20	0.014814814814814815
21	0.027548209366391185
22	0.0291005291005291
23	0.018134715025906734
24	0.02072538860103627
25	0.01876675603217158
