# table produced by DamageProfiler
# using mapped file PaA014.BuffaloCape_Human_nc.Target.rmdup.noMicro.bam
# Sample ID: PaA014.BuffaloCape_Human_nc.Target.rmdup.noMicro.bam
# Std: strand of reads
Std	Length	Occurrences
+	30	620
+	31	601
+	32	594
+	33	571
+	34	586
+	35	518
+	36	510
+	37	508
+	38	471
+	39	399
+	40	427
+	41	385
+	42	336
+	43	312
+	44	309
+	45	300
+	46	301
+	47	247
+	48	216
+	49	231
+	50	239
+	51	196
+	52	174
+	53	156
+	54	181
+	55	138
+	56	155
+	57	121
+	58	130
+	59	114
+	60	102
+	61	106
+	62	99
+	63	78
+	64	72
+	65	82
+	66	76
+	67	61
+	68	61
+	69	56
+	70	74
+	71	58
+	72	56
+	73	48
+	74	51
+	75	39
+	76	46
+	77	31
+	78	36
+	79	46
+	80	29
+	81	26
+	82	26
+	83	23
+	84	18
+	85	19
+	86	23
+	87	18
+	88	15
+	89	20
+	90	23
+	91	13
-	30	617
-	31	592
-	32	621
-	33	588
-	34	516
-	35	549
-	36	461
-	37	504
-	38	474
-	39	467
-	40	398
-	41	345
-	42	329
-	43	310
-	44	296
-	45	300
-	46	255
-	47	243
-	48	225
-	49	199
-	50	218
-	51	181
-	52	178
-	53	151
-	54	174
-	55	163
-	56	129
-	57	122
-	58	138
-	59	102
-	60	116
-	61	104
-	62	85
-	63	76
-	64	65
-	65	64
-	66	72
-	67	65
-	68	65
-	69	48
-	70	67
-	71	45
-	72	50
-	73	43
-	74	44
-	75	36
-	76	33
-	77	35
-	78	32
-	79	37
-	80	22
-	81	26
-	82	29
-	83	23
-	84	19
-	85	14
-	86	16
-	87	24
-	88	19
-	89	22
-	90	17
-	91	19
