# table produced by DamageProfiler
# using mapped file PcA016.ReedbuckBh_Human_nc.Target.rmdup.noMicro.bam
# Sample ID: PcA016.ReedbuckBh_Human_nc.Target.rmdup.noMicro.bam
# Std: strand of reads
Std	Length	Occurrences
+	30	117
+	31	82
+	32	56
+	33	85
+	34	76
+	35	46
+	36	55
+	37	55
+	38	76
+	39	69
+	40	57
+	41	57
+	42	60
+	43	56
+	44	52
+	45	66
+	46	64
+	47	56
+	48	49
+	49	45
+	50	56
+	51	45
+	52	46
+	53	57
+	54	32
+	55	33
+	56	37
+	57	38
+	58	42
+	59	26
+	60	34
+	61	25
+	62	40
+	63	33
+	64	26
+	65	21
+	66	16
+	67	21
+	68	22
+	69	22
+	70	20
+	71	13
+	72	16
+	73	17
+	74	16
+	75	17
+	76	8
+	77	18
+	78	12
+	79	19
+	80	12
+	81	12
+	82	6
+	83	7
+	84	9
+	85	5
+	86	9
+	87	6
+	88	5
+	89	2
+	90	6
+	91	1
-	30	155
-	31	90
-	32	61
-	33	57
-	34	56
-	35	64
-	36	86
-	37	72
-	38	72
-	39	70
-	40	69
-	41	73
-	42	66
-	43	58
-	44	76
-	45	56
-	46	61
-	47	45
-	48	49
-	49	50
-	50	61
-	51	37
-	52	43
-	53	41
-	54	42
-	55	36
-	56	41
-	57	37
-	58	26
-	59	41
-	60	33
-	61	34
-	62	22
-	63	31
-	64	25
-	65	23
-	66	20
-	67	32
-	68	13
-	69	22
-	70	16
-	71	13
-	72	9
-	73	14
-	74	14
-	75	9
-	76	10
-	77	18
-	78	7
-	79	11
-	80	10
-	81	6
-	82	9
-	83	7
-	84	11
-	85	10
-	86	9
-	87	7
-	88	5
-	89	1
-	90	2
-	91	7
