# table produced by DamageProfiler
# using mapped file PcA016.ReedbuckBh_Human_nc.Target.rmdup.noMicro.bam
# Sample ID: PcA016.ReedbuckBh_Human_nc.Target.rmdup.noMicro.bam
pos	3pG>A
1	0.051194539249146756
2	0.02342606149341142
3	0.02066115702479339
4	0.019815059445178335
5	0.018691588785046728
6	0.021144278606965175
7	0.01694915254237288
8	0.023195876288659795
9	0.017857142857142856
10	0.021712907117008445
11	0.018115942028985508
12	0.03444316877152698
13	0.006265664160401002
14	0.022067363530778164
15	0.018427518427518427
16	0.01597051597051597
17	0.014908256880733946
18	0.014457831325301205
19	0.022538552787663108
20	0.02107728337236534
21	0.02491506228765572
22	0.02122347066167291
23	0.025485436893203883
24	0.01761006289308176
25	0.013221153846153846
