# table produced by DamageProfiler
# using mapped file RmA042.GrysbokCape_Human_nc.Target.rmdup.noMicro.bam
# Sample ID: RmA042.GrysbokCape_Human_nc.Target.rmdup.noMicro.bam
pos	3pG>A
1	0.017226528854435832
2	0.010135135135135136
3	0.005307855626326964
4	0.00327653997378768
5	0.005795235028976175
6	0.0018933417481855476
7	0.0009532888465204957
8	0.0018028846153846155
9	0.0012322858903265558
10	0.001539408866995074
11	0.001516530178950561
12	0.0012165450121654502
13	0.002192295646727216
14	0.002144607843137255
15	0.0015248551387618177
16	0.0006112469437652812
17	0.002432350258437215
18	0.0006155740227762388
19	0.002726446531354135
20	0.0021651716671821837
21	0.0009225092250922509
22	0.0028239723878255413
23	0.0022328548644338117
24	0.001562011871290222
25	0.0015179113539769277
