# table produced by DamageProfiler
# using mapped file RmA042.GrysbokCape_Human_nc.Target.rmdup.noMicro.bam
# Sample ID: RmA042.GrysbokCape_Human_nc.Target.rmdup.noMicro.bam
pos	5pC>T
1	0.03404639951792709
2	0.012537116463213462
3	0.00720937218383899
4	0.006820877817319098
5	0.005194805194805195
6	0.006391632771644393
7	0.003928679359323058
8	0.0034034653465346535
9	0.0029282576866764276
10	0.001516990291262136
11	0.0026455026455026454
12	0.0037528868360277136
13	0.0034522439585730723
14	0.0017569546120058566
15	0.002875215641173088
16	0.003242924528301887
17	0.0026470588235294116
18	0.004085205719288007
19	0.0014684287812041115
20	0.0014692918013517484
21	0.003429551300371535
22	0.0020172910662824206
23	0.002652519893899204
24	0.0020995800839832034
25	0.004132231404958678
