# table produced by DamageProfiler
# using mapped file RmA042.GrysbokCape_Human_nc.Target.rmdup.noMicro.bam
# Sample ID: RmA042.GrysbokCape_Human_nc.Target.rmdup.noMicro.bam
# Std: strand of reads
Std	Length	Occurrences
+	30	457
+	31	379
+	32	304
+	33	313
+	34	311
+	35	295
+	36	284
+	37	324
+	38	300
+	39	290
+	40	306
+	41	295
+	42	290
+	43	222
+	44	244
+	45	228
+	46	200
+	47	198
+	48	204
+	49	180
+	50	188
+	51	147
+	52	149
+	53	133
+	54	124
+	55	139
+	56	105
+	57	116
+	58	96
+	59	103
+	60	90
+	61	83
+	62	102
+	63	100
+	64	73
+	65	79
+	66	79
+	67	63
+	68	62
+	69	61
+	70	55
+	71	61
+	72	52
+	73	44
+	74	60
+	75	47
+	76	48
+	77	40
+	78	51
+	79	32
+	80	46
+	81	37
+	82	36
+	83	33
+	84	37
+	85	36
+	86	25
+	87	28
+	88	25
+	89	22
+	90	28
+	91	24
-	30	475
-	31	351
-	32	336
-	33	324
-	34	314
-	35	318
-	36	278
-	37	264
-	38	281
-	39	319
-	40	286
-	41	222
-	42	285
-	43	256
-	44	241
-	45	230
-	46	209
-	47	209
-	48	207
-	49	185
-	50	178
-	51	153
-	52	152
-	53	148
-	54	148
-	55	133
-	56	121
-	57	115
-	58	97
-	59	92
-	60	95
-	61	99
-	62	79
-	63	66
-	64	96
-	65	84
-	66	54
-	67	68
-	68	58
-	69	73
-	70	55
-	71	59
-	72	56
-	73	44
-	74	57
-	75	44
-	76	50
-	77	43
-	78	39
-	79	50
-	80	38
-	81	49
-	82	30
-	83	35
-	84	36
-	85	41
-	86	36
-	87	36
-	88	31
-	89	30
-	90	28
-	91	22
