# table produced by DamageProfiler
# using mapped file RmA003.GrysbokCape_Human_nc.Target.rmdup.noMicro.bam
# Sample ID: RmA003.GrysbokCape_Human_nc.Target.rmdup.noMicro.bam
pos	3pG>A
1	0.01030136543588915
2	0.007111146033866342
3	0.004321222387388944
4	0.003533692533762508
5	0.0021639073985024386
6	0.0022287226633235825
7	0.0017716393086991105
8	0.002120193010674075
9	0.0019132192621471374
10	0.0019606419286907267
11	0.002166648305240351
12	0.001957585644371941
13	0.0017676130009739908
14	0.0015994183933115231
15	0.002173216003420143
16	0.0016380910778639292
17	0.002236571552252805
18	0.001836249729963275
19	0.002092503066599322
20	0.0020471196667145525
21	0.0016493958191401627
22	0.0016508756818834338
23	0.0016582552271088681
24	0.002159904964181576
25	0.0017556431386599786
