# table produced by DamageProfiler
# using mapped file ScA045.BuffaloCape_Human_nc.Target.rmdup.noMicro.bam
# Sample ID: ScA045.BuffaloCape_Human_nc.Target.rmdup.noMicro.bam
pos	5pC>T
1	0.06145396134514742
2	0.013157093256989705
3	0.008633633633633633
4	0.008053106975731854
5	0.006129932680203601
6	0.0068995970635314895
7	0.006567961705443616
8	0.006925439821278972
9	0.005883671410960439
10	0.006530567445944463
11	0.0053848245852597225
12	0.004767005891805035
13	0.005357240474498442
14	0.00579950289975145
15	0.005136050704841001
16	0.005897916436997023
17	0.006445570736007052
18	0.005020463847203274
19	0.005337690631808279
20	0.006323248841646225
21	0.005904978601224335
22	0.0049975555434841655
23	0.005974239517676076
24	0.005199977872434585
25	0.006124475833149415
