# table produced by DamageProfiler
# using mapped file ScA045.BuffaloCape_Human_nc.Target.rmdup.noMicro.bam
# Sample ID: ScA045.BuffaloCape_Human_nc.Target.rmdup.noMicro.bam
# Std: strand of reads
Std	Length	Occurrences
+	30	1019
+	31	870
+	32	748
+	33	739
+	34	833
+	35	802
+	36	844
+	37	858
+	38	868
+	39	931
+	40	987
+	41	1028
+	42	1020
+	43	930
+	44	940
+	45	1011
+	46	939
+	47	1017
+	48	1032
+	49	986
+	50	1039
+	51	982
+	52	943
+	53	970
+	54	947
+	55	946
+	56	892
+	57	920
+	58	891
+	59	881
+	60	846
+	61	869
+	62	825
+	63	812
+	64	816
+	65	745
+	66	756
+	67	788
+	68	759
+	69	684
+	70	698
+	71	700
+	72	684
+	73	679
+	74	677
+	75	632
+	76	603
+	77	584
+	78	580
+	79	566
+	80	541
+	81	545
+	82	502
+	83	471
+	84	451
+	85	474
+	86	422
+	87	418
+	88	430
+	89	396
+	90	373
+	91	359
-	30	998
-	31	868
-	32	791
-	33	757
-	34	801
-	35	828
-	36	821
-	37	911
-	38	889
-	39	925
-	40	977
-	41	962
-	42	1005
-	43	960
-	44	1008
-	45	921
-	46	958
-	47	929
-	48	945
-	49	986
-	50	1011
-	51	1024
-	52	973
-	53	955
-	54	934
-	55	884
-	56	950
-	57	967
-	58	857
-	59	937
-	60	876
-	61	871
-	62	836
-	63	798
-	64	785
-	65	769
-	66	754
-	67	732
-	68	742
-	69	759
-	70	711
-	71	711
-	72	641
-	73	618
-	74	613
-	75	589
-	76	569
-	77	576
-	78	582
-	79	549
-	80	531
-	81	547
-	82	513
-	83	514
-	84	482
-	85	428
-	86	453
-	87	420
-	88	404
-	89	386
-	90	403
-	91	365
