# table produced by DamageProfiler
# using mapped file ToA009.ElandCommon_Human_nc.Target.rmdup.noMicro.bam
# Sample ID: ToA009.ElandCommon_Human_nc.Target.rmdup.noMicro.bam
pos	5pC>T
1	0.0
2	0.02564102564102564
3	0.0
4	0.0
5	0.0
6	0.0
7	0.0
8	0.0
9	0.04
10	0.0
11	0.045454545454545456
12	0.03333333333333333
13	0.034482758620689655
14	0.09523809523809523
15	0.0
16	0.0
17	0.0
18	0.043478260869565216
19	0.0
20	0.0
21	0.027777777777777776
22	0.037037037037037035
23	0.07692307692307693
24	0.05
25	0.0
