# table produced by DamageProfiler
# using mapped file RmA031.GrysbokCape_Human_nc.Target.rmdup.noMicro.bam
# Sample ID: RmA031.GrysbokCape_Human_nc.Target.rmdup.noMicro.bam
pos	5pC>T
1	0.03456265688356826
2	0.014540241654720459
3	0.008113590263691683
4	0.006108848574601999
5	0.005605786618444846
6	0.002505817075353499
7	0.007034431691965938
8	0.0024262784621127288
9	0.0039905677489570105
10	0.0024800708591674048
11	0.0034191110311319055
12	0.002478753541076487
13	0.0023264137437365782
14	0.003340365682137834
15	0.0036172906493036716
16	0.004579077139837971
17	0.0012711094970038134
18	0.0017522340984755564
19	0.002691065662002153
20	0.004348613879325965
21	0.0025330197213678306
22	0.0037267080745341614
23	0.003883495145631068
24	0.002335189509610203
25	0.002574002574002574
