# table produced by DamageProfiler
# using mapped file RmA031.GrysbokCape_Human_nc.Target.rmdup.noMicro.bam
# Sample ID: RmA031.GrysbokCape_Human_nc.Target.rmdup.noMicro.bam
pos	3pG>A
1	0.009180961584923895
2	0.007359125315391085
3	0.005473763684409211
4	0.002850085502565077
5	0.004321683577602405
6	0.003057004135946772
7	0.0016105941302791697
8	0.0023004777915413203
9	0.0019562511115063133
10	0.002697841726618705
11	0.001615798922800718
12	0.0012794735880095047
13	0.0022715359077406954
14	0.0010600706713780918
15	0.0015982951518380393
16	0.002130303568258477
17	0.0014091949973577594
18	0.001445870233146575
19	0.0016045640934212871
20	0.0012626262626262627
21	0.0026766595289079227
22	0.001612614226841068
23	0.0019335559852346634
24	0.0007078393204742523
25	0.0019383259911894273
