# table produced by DamageProfiler
# using mapped file PaA022.BuffaloCape_Human_nc.Target.rmdup.noMicro.bam
# Sample ID: PaA022.BuffaloCape_Human_nc.Target.rmdup.noMicro.bam
# Std: strand of reads
Std	Length	Occurrences
+	30	182
+	31	158
+	32	132
+	33	109
+	34	99
+	35	132
+	36	129
+	37	133
+	38	112
+	39	123
+	40	102
+	41	98
+	42	94
+	43	87
+	44	87
+	45	93
+	46	94
+	47	74
+	48	70
+	49	77
+	50	72
+	51	68
+	52	52
+	53	44
+	54	48
+	55	48
+	56	52
+	57	40
+	58	42
+	59	34
+	60	30
+	61	32
+	62	39
+	63	37
+	64	32
+	65	25
+	66	16
+	67	15
+	68	19
+	69	22
+	70	7
+	71	13
+	72	14
+	73	11
+	74	17
+	75	8
+	76	9
+	77	9
+	78	11
+	79	9
+	80	13
+	81	6
+	82	4
+	83	2
+	84	3
+	85	4
+	86	5
+	87	4
+	88	1
+	89	1
+	91	1
-	30	150
-	31	135
-	32	146
-	33	104
-	34	141
-	35	118
-	36	125
-	37	126
-	38	102
-	39	121
-	40	110
-	41	94
-	42	111
-	43	109
-	44	94
-	45	79
-	46	88
-	47	81
-	48	83
-	49	70
-	50	72
-	51	60
-	52	55
-	53	53
-	54	59
-	55	54
-	56	39
-	57	43
-	58	37
-	59	39
-	60	30
-	61	37
-	62	26
-	63	40
-	64	24
-	65	21
-	66	26
-	67	11
-	68	19
-	69	23
-	70	20
-	71	24
-	72	13
-	73	11
-	74	10
-	75	9
-	76	8
-	77	6
-	78	5
-	79	6
-	80	10
-	81	8
-	82	5
-	83	4
-	84	3
-	85	6
-	86	5
-	87	4
-	88	4
-	90	1
-	91	2
