# table produced by DamageProfiler
# using mapped file PaA026.BuffaloCape_Human_nc.Target.rmdup.noMicro.bam
# Sample ID: PaA026.BuffaloCape_Human_nc.Target.rmdup.noMicro.bam
# Std: strand of reads
Std	Length	Occurrences
+	30	116
+	31	52
+	32	14
+	33	17
+	34	7
+	35	8
+	36	7
+	37	6
+	38	6
+	39	4
+	40	5
+	41	2
+	42	3
+	43	4
+	44	3
+	45	2
+	46	3
+	47	1
+	48	5
+	49	4
+	50	2
+	51	6
+	52	2
+	54	3
+	55	1
+	58	2
+	59	3
+	61	1
+	64	1
+	65	1
+	66	1
+	68	1
+	71	1
+	73	1
+	75	1
+	76	1
+	84	1
+	85	1
-	30	103
-	31	44
-	32	17
-	33	7
-	34	12
-	35	5
-	36	8
-	37	5
-	38	4
-	39	4
-	40	4
-	41	2
-	42	5
-	43	5
-	44	4
-	45	6
-	46	2
-	47	3
-	48	4
-	49	2
-	50	3
-	51	1
-	53	1
-	54	1
-	58	1
-	59	2
-	66	1
-	67	1
-	72	1
-	73	1
-	75	1
