# table produced by DamageProfiler
# using mapped file RmA059.GrysbokCape_Human_nc.Target.rmdup.noMicro.bam
# Sample ID: RmA059.GrysbokCape_Human_nc.Target.rmdup.noMicro.bam
# Std: strand of reads
Std	Length	Occurrences
+	30	144
+	31	81
+	32	56
+	33	37
+	34	42
+	35	32
+	36	35
+	37	35
+	38	27
+	39	19
+	40	16
+	41	18
+	42	27
+	43	9
+	44	14
+	45	10
+	46	12
+	47	8
+	48	8
+	49	11
+	50	5
+	51	7
+	52	3
+	53	3
+	54	4
+	55	1
+	56	2
+	57	2
+	58	2
+	59	3
+	60	2
+	62	1
+	64	1
+	65	1
+	67	2
+	69	1
+	70	1
+	72	1
+	75	1
+	78	1
+	82	1
+	84	4
+	85	1
+	88	1
-	30	149
-	31	68
-	32	52
-	33	38
-	34	42
-	35	33
-	36	25
-	37	33
-	38	21
-	39	21
-	40	14
-	41	17
-	42	14
-	43	16
-	44	10
-	45	7
-	46	9
-	47	7
-	48	6
-	49	4
-	50	7
-	51	7
-	52	2
-	53	3
-	54	3
-	55	7
-	56	2
-	57	4
-	58	5
-	59	5
-	60	4
-	61	3
-	63	2
-	64	1
-	65	2
-	67	1
-	68	1
-	69	2
-	70	1
-	78	1
-	79	1
-	83	1
-	88	1
-	89	1
