# table produced by DamageProfiler
# using mapped file RxA007.ReedbuckBh_Human_nc.Target.rmdup.noMicro.bam
# Sample ID: RxA007.ReedbuckBh_Human_nc.Target.rmdup.noMicro.bam
pos	3pG>A
1	0.029276383460193376
2	0.024524673636314394
3	0.018104031712269167
4	0.018146348645465254
5	0.01854995601045836
6	0.018089116036251417
7	0.018439316720874843
8	0.018162739179438017
9	0.019319394901970995
10	0.01754018808941441
11	0.01674885773825703
12	0.01765886627537668
13	0.016419745099307756
14	0.016279429189634743
15	0.015581963715360843
16	0.0158758818143128
17	0.015970690300192217
18	0.01602119014555367
19	0.01623521891978268
20	0.015617999103885297
21	0.015498022754322426
22	0.01579623996028665
23	0.015811436811679278
24	0.015807769404480983
25	0.015071360608943863
