# table produced by DamageProfiler
# using mapped file RxA007.ReedbuckBh_Human_nc.Target.rmdup.noMicro.bam
# Sample ID: RxA007.ReedbuckBh_Human_nc.Target.rmdup.noMicro.bam
# Std: strand of reads
Std	Length	Occurrences
+	30	8692
+	31	8838
+	32	8475
+	33	8503
+	34	8376
+	35	8124
+	36	7866
+	37	7462
+	38	7171
+	39	6870
+	40	6681
+	41	6279
+	42	5954
+	43	5777
+	44	5391
+	45	4903
+	46	4752
+	47	4517
+	48	4068
+	49	3912
+	50	3685
+	51	3470
+	52	3195
+	53	2982
+	54	2810
+	55	2485
+	56	2244
+	57	2188
+	58	2017
+	59	1812
+	60	1653
+	61	1584
+	62	1437
+	63	1345
+	64	1328
+	65	1174
+	66	1116
+	67	978
+	68	927
+	69	825
+	70	779
+	71	768
+	72	655
+	73	654
+	74	602
+	75	553
+	76	523
+	77	443
+	78	432
+	79	415
+	80	358
+	81	339
+	82	342
+	83	316
+	84	280
+	85	260
+	86	246
+	87	235
+	88	192
+	89	219
+	90	179
+	91	169
+	92	149
+	93	144
+	94	145
+	95	127
+	96	127
+	97	101
+	98	137
+	99	104
+	100	103
+	101	113
+	102	106
+	103	85
+	104	75
+	105	75
+	106	65
+	107	47
+	108	68
+	109	71
+	110	61
+	111	59
+	112	42
+	113	53
+	114	47
+	115	52
+	116	48
+	117	22
+	118	32
+	119	26
+	120	30
+	121	29
+	122	25
+	123	27
+	124	25
+	125	25
+	126	15
+	127	30
+	128	17
+	129	15
+	130	16
+	131	14
+	132	18
+	133	14
+	134	13
+	135	5
+	136	7
+	137	12
+	138	15
+	139	11
+	140	12
+	141	6
+	142	10
+	143	8
+	144	10
+	145	15
+	146	5
+	147	5
+	148	3
+	149	5
+	150	3
+	151	2
+	152	2
+	153	1
+	154	7
+	155	7
+	156	6
+	157	3
+	158	2
+	159	5
+	160	1
+	161	2
+	162	2
+	163	4
+	164	8
+	165	2
+	166	1
+	167	2
+	169	3
+	171	2
+	172	2
+	173	3
+	174	1
+	176	1
+	177	2
+	178	1
+	179	2
+	181	3
+	184	1
+	185	1
+	187	1
+	188	1
+	191	1
+	195	1
+	200	1
+	201	2
+	202	1
+	205	1
+	206	1
+	210	1
+	211	1
+	220	1
+	222	1
+	224	1
+	252	1
-	30	8655
-	31	8674
-	32	8653
-	33	8425
-	34	8231
-	35	8040
-	36	7681
-	37	7363
-	38	7144
-	39	6776
-	40	6389
-	41	6194
-	42	6042
-	43	5708
-	44	5292
-	45	5029
-	46	4681
-	47	4503
-	48	4158
-	49	3923
-	50	3619
-	51	3258
-	52	3194
-	53	2819
-	54	2713
-	55	2454
-	56	2227
-	57	2141
-	58	2062
-	59	1794
-	60	1750
-	61	1582
-	62	1507
-	63	1397
-	64	1270
-	65	1184
-	66	1070
-	67	998
-	68	865
-	69	850
-	70	770
-	71	752
-	72	665
-	73	679
-	74	627
-	75	537
-	76	521
-	77	480
-	78	431
-	79	405
-	80	415
-	81	372
-	82	332
-	83	287
-	84	282
-	85	250
-	86	261
-	87	237
-	88	246
-	89	212
-	90	196
-	91	172
-	92	174
-	93	141
-	94	148
-	95	153
-	96	120
-	97	130
-	98	107
-	99	122
-	100	89
-	101	81
-	102	79
-	103	73
-	104	89
-	105	74
-	106	89
-	107	66
-	108	70
-	109	67
-	110	54
-	111	40
-	112	61
-	113	43
-	114	47
-	115	41
-	116	44
-	117	33
-	118	35
-	119	36
-	120	22
-	121	24
-	122	30
-	123	16
-	124	24
-	125	26
-	126	21
-	127	18
-	128	18
-	129	13
-	130	19
-	131	18
-	132	10
-	133	17
-	134	10
-	135	11
-	136	8
-	137	9
-	138	6
-	139	14
-	140	10
-	141	12
-	142	7
-	143	8
-	144	6
-	145	8
-	146	4
-	147	5
-	148	7
-	149	3
-	150	6
-	151	7
-	152	5
-	153	2
-	154	2
-	155	6
-	156	2
-	157	6
-	158	3
-	159	2
-	161	6
-	162	2
-	163	2
-	164	4
-	165	1
-	166	4
-	167	2
-	168	1
-	169	4
-	173	3
-	174	3
-	175	1
-	176	2
-	177	1
-	178	1
-	179	1
-	182	1
-	185	1
-	188	2
-	198	1
-	200	1
-	204	2
-	217	1
-	220	1
-	234	1
