# table produced by DamageProfiler
# using mapped file ScA035.BuffaloCape_Human_nc.Target.rmdup.noMicro.bam
# Sample ID: ScA035.BuffaloCape_Human_nc.Target.rmdup.noMicro.bam
pos	5pC>T
1	0.026785714285714284
2	0.00909090909090909
3	0.007874015748031496
4	0.011111111111111112
5	0.0196078431372549
6	0.010309278350515464
7	0.037383177570093455
8	0.009708737864077669
9	0.01818181818181818
10	0.02127659574468085
11	0.009433962264150943
12	0.01904761904761905
13	0.034482758620689655
14	0.0
15	0.009433962264150943
16	0.04040404040404041
17	0.00980392156862745
18	0.009345794392523364
19	0.009708737864077669
20	0.017391304347826087
21	0.0
22	0.04504504504504504
23	0.0
24	0.010638297872340425
25	0.0
