# table produced by DamageProfiler
# using mapped file ScA035.BuffaloCape_Human_nc.Target.rmdup.noMicro.bam
# Sample ID: ScA035.BuffaloCape_Human_nc.Target.rmdup.noMicro.bam
# Std: strand of reads
Std	Length	Occurrences
+	30	116
+	31	48
+	32	18
+	33	7
+	34	6
+	35	5
+	36	3
+	37	3
+	38	2
+	39	4
+	40	1
+	41	2
+	42	1
+	43	2
+	44	2
+	45	3
+	47	2
+	48	2
+	49	1
+	50	1
+	52	1
+	54	1
+	55	1
+	56	1
+	57	2
+	58	3
+	61	2
+	62	2
+	64	1
+	65	1
+	66	1
+	67	1
+	70	1
+	76	2
+	78	1
+	79	1
+	87	1
+	88	2
-	30	127
-	31	40
-	32	21
-	33	15
-	34	2
-	35	2
-	36	6
-	38	3
-	39	3
-	40	1
-	41	5
-	42	1
-	43	1
-	44	2
-	45	1
-	47	3
-	48	1
-	49	1
-	50	2
-	52	4
-	56	1
-	57	2
-	58	1
-	60	1
-	61	1
-	62	3
-	64	1
-	67	1
-	70	1
-	71	2
-	73	2
-	74	2
-	75	1
-	76	1
-	77	2
-	86	1
-	88	1
