# table produced by DamageProfiler
# using mapped file RxA001.ReedbuckBh_Human_nc.Target.rmdup.noMicro.bam
# Sample ID: RxA001.ReedbuckBh_Human_nc.Target.rmdup.noMicro.bam
pos	3pG>A
1	0.037037037037037035
2	0.01597444089456869
3	0.03305785123966942
4	0.02857142857142857
5	0.03125
6	0.017804154302670624
7	0.030120481927710843
8	0.013114754098360656
9	0.020895522388059702
10	0.025559105431309903
11	0.025559105431309903
12	0.014792899408284023
13	0.010273972602739725
14	0.027692307692307693
15	0.023391812865497075
16	0.03133903133903134
17	0.016666666666666666
18	0.021341463414634148
19	0.014970059880239521
20	0.017123287671232876
21	0.01764705882352941
22	0.037037037037037035
23	0.01910828025477707
24	0.017391304347826087
25	0.014164305949008499
