# table produced by DamageProfiler
# using mapped file ToA001.ElandCommon_Human_nc.Target.rmdup.noMicro.bam
# Sample ID: ToA001.ElandCommon_Human_nc.Target.rmdup.noMicro.bam
pos	5pC>T
1	0.02
2	0.04580152671755725
3	0.012345679012345678
4	0.012987012987012988
5	0.0078125
6	0.03731343283582089
7	0.015151515151515152
8	0.029850746268656716
9	0.022058823529411766
10	0.008264462809917356
11	0.02158273381294964
12	0.031007751937984496
13	0.007874015748031496
14	0.007142857142857143
15	0.007352941176470588
16	0.024793388429752067
17	0.008771929824561403
18	0.007142857142857143
19	0.022058823529411766
20	0.013245033112582781
21	0.0
22	0.03816793893129771
23	0.007518796992481203
24	0.022556390977443608
25	0.007575757575757576
