# table produced by DamageProfiler
# using mapped file ToA001.ElandCommon_Human_nc.Target.rmdup.noMicro.bam
# Sample ID: ToA001.ElandCommon_Human_nc.Target.rmdup.noMicro.bam
pos	3pG>A
1	0.007874015748031496
2	0.024193548387096774
3	0.015503875968992248
4	0.03546099290780142
5	0.029411764705882353
6	0.01680672268907563
7	0.024
8	0.0273972602739726
9	0.06818181818181818
10	0.05925925925925926
11	0.03731343283582089
12	0.01639344262295082
13	0.02962962962962963
14	0.022556390977443608
15	0.022388059701492536
16	0.013793103448275862
17	0.03571428571428571
18	0.02054794520547945
19	0.007936507936507936
20	0.02962962962962963
21	0.04316546762589928
22	0.034782608695652174
23	0.022058823529411766
24	0.03225806451612903
25	0.007142857142857143
