# table produced by DamageProfiler
# using mapped file RmA060.GrysbokCape_Human_nc.Target.rmdup.noMicro.bam
# Sample ID: RmA060.GrysbokCape_Human_nc.Target.rmdup.noMicro.bam
pos	3pG>A
1	0.014858841010401188
2	0.012387387387387387
3	0.008213552361396304
4	0.009813542688910697
5	0.007858546168958742
6	0.0009233610341643582
7	0.004739336492890996
8	0.000931098696461825
9	0.0035587188612099642
10	0.003457216940363008
11	0.004405286343612335
12	0.002631578947368421
13	0.004329004329004329
14	0.0025619128949615714
15	0.004545454545454545
16	0.006222222222222222
17	0.0035971223021582736
18	0.004528985507246377
19	0.00265017667844523
20	0.0045207956600361665
21	0.005376344086021506
22	0.0045207956600361665
23	0.003568242640499554
24	0.0035056967572304996
25	0.0025795356835769563
