# table produced by DamageProfiler
# using mapped file RmA036.GrysbokCape_Human_nc.Target.rmdup.noMicro.bam
# Sample ID: RmA036.GrysbokCape_Human_nc.Target.rmdup.noMicro.bam
# Std: strand of reads
Std	Length	Occurrences
+	30	1547
+	31	1452
+	32	1434
+	33	1447
+	34	1383
+	35	1514
+	36	1401
+	37	1494
+	38	1419
+	39	1504
+	40	1397
+	41	1333
+	42	1294
+	43	1327
+	44	1223
+	45	1237
+	46	1162
+	47	1123
+	48	1094
+	49	1079
+	50	1059
+	51	958
+	52	941
+	53	970
+	54	875
+	55	871
+	56	809
+	57	753
+	58	713
+	59	736
+	60	652
+	61	642
+	62	596
+	63	617
+	64	559
+	65	523
+	66	503
+	67	474
+	68	469
+	69	444
+	70	426
+	71	392
+	72	358
+	73	319
+	74	338
+	75	306
+	76	299
+	77	275
+	78	278
+	79	238
+	80	221
+	81	245
+	82	206
+	83	241
+	84	202
+	85	209
+	86	190
+	87	171
+	88	146
+	89	164
+	90	133
+	91	143
-	30	1475
-	31	1431
-	32	1516
-	33	1406
-	34	1439
-	35	1451
-	36	1427
-	37	1412
-	38	1447
-	39	1352
-	40	1317
-	41	1341
-	42	1396
-	43	1330
-	44	1323
-	45	1254
-	46	1198
-	47	1190
-	48	1125
-	49	1039
-	50	1016
-	51	1031
-	52	979
-	53	900
-	54	844
-	55	868
-	56	754
-	57	766
-	58	697
-	59	722
-	60	672
-	61	611
-	62	652
-	63	613
-	64	531
-	65	507
-	66	538
-	67	465
-	68	412
-	69	463
-	70	353
-	71	411
-	72	376
-	73	321
-	74	348
-	75	324
-	76	301
-	77	280
-	78	289
-	79	263
-	80	263
-	81	240
-	82	177
-	83	207
-	84	209
-	85	175
-	86	173
-	87	160
-	88	140
-	89	159
-	90	124
-	91	113
