# table produced by DamageProfiler
# using mapped file RmA036.GrysbokCape_Human_nc.Target.rmdup.noMicro.bam
# Sample ID: RmA036.GrysbokCape_Human_nc.Target.rmdup.noMicro.bam
pos	3pG>A
1	0.014086774531111648
2	0.0087659224763731
3	0.004914463452566097
4	0.0036645697184388933
5	0.002647681807484114
6	0.002369942196531792
7	0.002471832605196597
8	0.002402745995423341
9	0.001715952639707144
10	0.002291738283488026
11	0.0015384615384615385
12	0.002041163463174009
13	0.0021077817021761423
14	0.0022252653200958575
15	0.001600091433796217
16	0.002014620387958326
17	0.001599542987717795
18	0.001561415683553088
19	0.0017715298017029544
20	0.0016886187098953055
21	0.0021061020036429873
22	0.0013352685050798258
23	0.0016053204907694072
24	0.001815911928271479
25	0.0017977528089887641
