# table produced by DamageProfiler
# using mapped file RmA036.GrysbokCape_Human_nc.Target.rmdup.noMicro.bam
# Sample ID: RmA036.GrysbokCape_Human_nc.Target.rmdup.noMicro.bam
pos	5pC>T
1	0.02490185738559794
2	0.013758874159703461
3	0.007293707816242108
4	0.004986301369863014
5	0.004300724045946976
6	0.003950857823239703
7	0.00316543566390848
8	0.00333370374486054
9	0.0026712671823696365
10	0.002531784908360394
11	0.002617372812039915
12	0.0021124471888202797
13	0.002301311212202301
14	0.0020577245898088484
15	0.002625515726303381
16	0.002922077922077922
17	0.0027218290691344584
18	0.002457002457002457
19	0.0025010874293170944
20	0.0027139988058405254
21	0.0026109660574412533
22	0.0015967404470873252
23	0.0027753591641271223
24	0.0025757658793226284
25	0.002982646420824295
