# table produced by DamageProfiler
# using mapped file RxA003.ReedbuckBh_Human_nc.Target.rmdup.noMicro.bam
# Sample ID: RxA003.ReedbuckBh_Human_nc.Target.rmdup.noMicro.bam
pos	5pC>T
1	0.008849557522123894
2	0.03755868544600939
3	0.030434782608695653
4	0.02734375
5	0.03018867924528302
6	0.026022304832713755
7	0.00847457627118644
8	0.051587301587301584
9	0.014423076923076924
10	0.019704433497536946
11	0.025423728813559324
12	0.008771929824561403
13	0.016129032258064516
14	0.034782608695652174
15	0.032520325203252036
16	0.02631578947368421
17	0.04602510460251046
18	0.022026431718061675
19	0.025
20	0.038910505836575876
21	0.017241379310344827
22	0.04326923076923077
23	0.026905829596412557
24	0.04090909090909091
25	0.021551724137931036
